row_label_raw,row_label_full,col_0,col_1,col_2,1.613.397.390,1.427.806.350,numeric__col_1,numeric__col_2,numeric__1.613.397.390,numeric__1.427.806.350
Các bên liên quan,Các bên liên quan,Các bên liên quan,Mối quan hệ,Lãi suất %/năm,Số cuối năm,Số đầu năm,,,,
Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*),,,,
Công ty Cổ phần Đầu tư Bất động sản An Phú,Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*) > Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty liên quan,(l),280.000.000,-,,,280000000.0,
Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*) > Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Công ty TNHH MTV Phát triển Nông nghiệp Thăng Long,Công ty liên quan,"12,5",61.397.808,-,,12.5,61397808.0,
Công ty TNHH V&H (Lào),Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*) > Công ty TNHH V&H (Lào),Công ty TNHH V&H (Lào),Công ty liên quan,,4.742.317,3.905.051,,,4742317.0,3905051.0
Công ty Cổ phần Cao su Trung Nguyên,Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty liên quan,"11,0 – 13,0",-,123.358.579,,,,123358579.0
Ông Đỗ Thái Cơ,Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*) > Ông Đỗ Thái Cơ,Ông Đỗ Thái Cơ,Bên liên quan,"11,0",-,16.157.837,,11.0,,16157837.0
Công ty Cổ phần Hoàng Anh Gia Lai,Phải thu về cho vay ngắn hạn (Thuyết minh số 8) (*) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,,-,30.434.400,,,,30434400.0
,,,,,346.140.125,173.855.867,,,346140125.0,173855867.0
