row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên lệ > Ngàn VND,Nguyên lệ > USD,Thời hạn thanh toán,Lãi suất %/năm,"Tài sản thế chấp(Thuyết minh số 10, 11 và 13)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên lệ > Ngàn VND,numeric__Nguyên lệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,"numeric__Tài sản thế chấp(Thuyết minh số 10, 11 và 13)"
"HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai","HD Bank, Chi nhánh Đống Nai",,,,,,
Hợp đồng vay số0044/2014/HĐTDTDH-ĐNngày 25 tháng 4 năm 2014,"HD Bank, Chi nhánh Đống Nai > Hợp đồng vay số0044/2014/HĐTDTDH-ĐNngày 25 tháng 4 năm 2014",Hợp đồng vay số0044/2014/HĐTDTDH-ĐNngày 25 tháng 4 năm 2014,879.445.535,450.000.000,18.827.073,Từ ngày 25 tháng 6 năm2020 đến ngày31 tháng 12 năm 2023,"Điều chỉnh 2 lần mỗi năm (2016: USD 7,00 - 7,50 và VND 10,50 - 12,00)","42.880.000 cổ phiếu HAG của Chủ tịch Đoàn Nguyên Đức và Bá Hoàng Thị Ngọc Bích-vợ Chủ tịchQuyền sử dụng 7.924 ha đất tại Tĩnh Rattaniki, Campuchia và lãi sản gắn liền trên đất",879445535.0,450000000.0,18827073.0,,,
