row_label_raw,row_label_full,Ngân hàng,Số cuối nămNgân VND,Nguyên lệ > Ngân LAK,Nguyên lệ > USD,Thời hạn thanh toán,Lãi suất%/năm,"Tài sản thể chấp(Thuyết minh số 10, 11 và 13)",numeric__Số cuối nămNgân VND,numeric__Nguyên lệ > Ngân LAK,numeric__Nguyên lệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất%/năm,"numeric__Tài sản thể chấp(Thuyết minh số 10, 11 và 13)"
"Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu","Laos- Viet Bank, Chi nhánh Attapeu",,,,,,
Hợp đồng tín dụng hạn mức số098/HĐLVB.ATP/2015 ngày 5 tháng8 năm 2015,"Laos- Viet Bank, Chi nhánh Attapeu > Hợp đồng tín dụng hạn mức số098/HĐLVB.ATP/2015 ngày 5 tháng8 năm 2015",Hợp đồng tín dụng hạn mức số098/HĐLVB.ATP/2015 ngày 5 tháng8 năm 2015,312.525.377,-,14.005.246,Ngày 21 tháng3 năm 2023,"Điều chỉnh2 lần một năm(2016: 8,00 - 9,75)","Trụ sở làm việc của công ty TNHH Phát triển nông nghiệp Hoàng Anh Attapeu tại Km 31, bản Hatxan, Huyện Xaysettha, tỉnh Attapeu theo bản đồ đất số 17 001 0008; diện tích đất 0,3 ha, của Nhà máy chế biến mũ cao su tại Huyện Xaysettha, Tĩnh Attapeu, Lào và toàn bộ đàn bỏ nhập về của TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu; quyền thuê đất và tài sản gắn liền trên đất bao gồm 5.588 ha cao su và 2.093,6 ha cọ đầu tại Tĩnh Attapeu, Lào",312525377.0,,14005246.0,,,
Hợp đồng tín dụng hạn mức số010/2013/LVB - ATTAPEU ngày 15 tháng 3 năm 2013,"Laos- Viet Bank, Chi nhánh Attapeu > Hợp đồng tín dụng hạn mức số010/2013/LVB - ATTAPEU ngày 15 tháng 3 năm 2013",Hợp đồng tín dụng hạn mức số010/2013/LVB - ATTAPEU ngày 15 tháng 3 năm 2013,277.751.463,39.355.143,7.649.850,Ngày 21 tháng6 năm 2018 đến ngày21 tháng 3 năm 2023,"Điều chỉnh2 lần một năm(2016: 9,50 - 11,00).Vay bằng LAK: lãi suất tiết kiệm 13 tháng + 3,00%, điều chỉnh 2 lần một năm(2016: 12,75 - 13,75)","Quyền thuê đất và tài sản gắn liền trên đất bao gồm 5.588 ha cao su và 2.093,6 ha cọ đầu tại Tĩnh Attapeu, Lào",277751463.0,39355143.0,7649850.0,,,
Hợp đồng tín dụng hạn mức số 083/HĐ - LVB.ATP/2015 ngày9 tháng 7 năm 2015,"Laos- Viet Bank, Chi nhánh Attapeu > Hợp đồng tín dụng hạn mức số 083/HĐ - LVB.ATP/2015 ngày9 tháng 7 năm 2015",Hợp đồng tín dụng hạn mức số 083/HĐ - LVB.ATP/2015 ngày9 tháng 7 năm 2015,223.844.284,-,10.027.500,Từ ngày 25 tháng 1 năm2019 đến ngày25 tháng 10 năm 2022,"9,50","Quyền sử dụng 3 lô đất 1.001,78 ha tại Huyện Laman, Tĩnh SeKong, Lào và toàn bộ lãi sản trên đất thuộc dự án nuôi bò và đàn bò nhập khẩu",223844284.0,,10027500.0,,9.5,
