row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,863.014.853,334.427.275,863014853.0,334427275.0
- Somphot Sayyachack,- Somphot Sayyachack,- Somphot Sayyachack,123.100.073,-,123100073.0,
- Phải thu từ các khách hàng khác,- Phải thu từ các khách hàng khác,- Phải thu từ các khách hàng khác,739.914.780,334.427.275,739914780.0,334427275.0
Phải thu từ xây dựng sân bay cho Chính phủ Lào,Phải thu từ xây dựng sân bay cho Chính phủ Lào,Phải thu từ xây dựng sân bay cho Chính phủ Lào,727.713.177,730.579.743,727713177.0,730579743.0
Phải thu về chuyển nhượng dự án,Phải thu về chuyển nhượng dự án,Phải thu về chuyển nhượng dự án,90.147.433,-,90147433.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.680.875.463,1.065.007.018,1680875463.0,1065007018.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên khác,Trong đó: > Phải thu các bên khác,Phải thu các bên khác,1.101.584.150,795.469.537,1101584150.0,795469537.0
Phải thu bên liên quan (Thuyết minh số 34),Trong đó: > Phải thu bên liên quan (Thuyết minh số 34),Phải thu bên liên quan (Thuyết minh số 34),579.291.313,269.537.481,579291313.0,269537481.0
Dự phòng phải thu ngắn hạn khó đòi,Trong đó: > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(5.180.000),(2.369.789),-5180000.0,-2369789.0
GIÁ TRỊ THUÀN,Trong đó: > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.675.695.463,1.062.637.229,1675695463.0,1062637229.0
