row_label_raw,row_label_full,"Bên cho vay > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > Hợp đồng vay số 02-06/HĐV-HAGL ngày 1 tháng 6 năm 2016 > Hợp đồng vay số 01/2013/HĐV-HAGL ngày 17 tháng 5 năm 2013 - Phụ lục 01/2013/HĐV-HAGL-PL1 ngày 1 tháng 6 năm 2016 > Hợp đồng vay số 12/HĐVHAGL-ADM ngày 30 tháng 12 năm 2016 > Hợp đồng vay số 01/HĐVHAGL ngày 14 tháng 1 năm 2016 > Hợp đồng vay số 09/12/2014/HĐV-HAGL ngày 9 tháng 12 năm 2014 > Hợp đồng vay số 05-02/2014/HĐV-HAGL ngày 28 tháng 3 năm 2014 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > Hợp đồng vay số 28/09/16-HĐV ngày 28 tháng 9 năm 2016","Số cuối nămNgàn VND > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > 73.076.978 > 66.073.000 > 34.007.538 > 28.167.500 > 10.225.000 > 2 000.000 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > 298.000.000","Thời hạn thanh toán > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > Ngày 1 tháng6 năm 2019 > Ngày 17 tháng5 năm 2019 > Ngày 30 tháng12 năm 2023 > Ngày 14 tháng1 năm 2019 > Ngày 9 tháng12 năm 2017 > Ngày 23 tháng3 năm 2017 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > Ngày 28 tháng9 năm 2018","Lãi suất%/năm > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > 10,00 > 11,50 - 15,00 > 10,00 > 6,00 > 9,75 - 12,00 > 12,00 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > 6,00","numeric__Số cuối nămNgàn VND > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > 73.076.978 > 66.073.000 > 34.007.538 > 28.167.500 > 10.225.000 > 2 000.000 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > 298.000.000","numeric__Thời hạn thanh toán > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > Ngày 1 tháng6 năm 2019 > Ngày 17 tháng5 năm 2019 > Ngày 30 tháng12 năm 2023 > Ngày 14 tháng1 năm 2019 > Ngày 9 tháng12 năm 2017 > Ngày 23 tháng3 năm 2017 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > Ngày 28 tháng9 năm 2018","numeric__Lãi suất%/năm > Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""), Công ty mẹ (Thuyết minh số 34) (tiếp theo) > 10,00 > 11,50 - 15,00 > 10,00 > 6,00 > 9,75 - 12,00 > 12,00 > Công ty Cổ phần Chăn nuôi Gia Lai (Thuyết minh số 34) > 6,00"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.984.239.708,,,9984239708.0,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,9.651.141.755333.097.953,,,9.651141755333097e+18,,
