row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Ngăn VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Ngăn VNDNăm trước
Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,"Vay và mượnChi phí lãi vayMua hàng hóa, dịch vụ và nguyên vật liệuMua các khoản đầu tưMua tài sảnBán hàng hóaCung cấp dịch vụTrả cổ tức",5.734.871.154614.885.108209.151.19312.828.6457.307.5675.905.2234.545.153-,3.056.390.738135.653.129889.411.032485.731.68894.824.025134.831.238-83.091.160,,,,
Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Hoàng Anh Gia Lai > Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty Cổ phần Đầu tư Bất động sản An Phú,Công ty liên quan,Vay và mượnLãi từ cho vay,587.000.00056.764.111,-34.071.666,,,5.870000005676411e+16,-34071666.0
Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên kết,Mua nguyên vật liệuBản bóBản hàng hóaLãi từ cho vayMua tài sản cố địnhĐầu tư vào công ty liên kết,259.815.547273.564.474226.706.12666.362.897-550.000.000,1.031.200.105-360.660.62223.349.092306.271.359-,,,,
Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Chăn nuôi Gia Lai > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ly liên quan,Cho mượnBản hàng hóa và cung cấp dịch vụLãi từ cho vayMua hàng hóa và dịch vụ,396.670.01183.817.70527.991.70917.990.175,-351.465.66616.941.1491.444.260,,,3.966700118381771e+32,-3.514656661694115e+23
