row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn LAK,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất % năm,"Tài sản thể chấp(Thuyết minh số 10, 11 và 13)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn LAK,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất % năm,"numeric__Tài sản thể chấp(Thuyết minh số 10, 11 và 13)"
"Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)","Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo)",,,,,,
Hợp đồng tín dụng hạn mức số 097/HĐ-LVB.ATP/2015 - ngày 16 tháng 3 năm 2015,"Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo) > Hợp đồng tín dụng hạn mức số 097/HĐ-LVB.ATP/2015 - ngày 16 tháng 3 năm 2015",Hợp đồng tín dụng hạn mức số 097/HĐ-LVB.ATP/2015 - ngày 16 tháng 3 năm 2015,111.273.133,-,4.986.499,Từ ngày 25 tháng 11 năm 2018 đến ngày 25 tháng 08 năm 2022,"8,75","Trụ sở lâm việc của công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu tại Km 31, Bản Hatxan, Huyện Xaysettha, Tĩnh Attapeu, Lào theo bản đồ đất số 17 001 0008, diện tích đất 0,3 ha, của Nhà máy chế biến mũ cao su tại Huyện Xaysettha, Tĩnh Attapeu, Lào và toàn bộ dân bỏ nhập về của công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu; quyền thuê đất và tài sản gắn liền trên đất bao gồm 5.588 ha cao su và 2.093,6 ha cọ đầu tại Tĩnh Attapeu, Lào",111273133.0,,4986499.0,,8.75,
Hợp đồng tín dụng hạn mức số 124/HĐ-LVB/2015 ngày 25 tháng 11 năm 2015,"Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo) > Hợp đồng tín dụng hạn mức số 124/HĐ-LVB/2015 ngày 25 tháng 11 năm 2015",Hợp đồng tín dụng hạn mức số 124/HĐ-LVB/2015 ngày 25 tháng 11 năm 2015,96.611.855,-,4.329.481,Từ ngày 25 tháng 2 năm 2017 đến ngày 30 tháng 11 năm 2020,"Lãi suất thả nổi (2016: 9,50 - 10,50)","Tất cả các dụng cụ xây dựng, vật tư máy móc phục vụ cho dự án xây dựng nhà máy chế biến cọ đầu phát sinh sau khi bỏ vốn đầu tư",96611855.0,,4329481.0,,,
TỔNG CỘNG,"Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo) > TỔNG CỘNG",TỔNG CỘNG,1.022.006.112,,,,,,1022006112.0,,,,,
Trong đó :Vay dài hạn đến hạn trảVay dài hạn,"Laos - Viet Bank, Chi nhánh Attapeu (tiếp theo) > Trong đó :Vay dài hạn đến hạn trảVay dài hạn",Trong đó :Vay dài hạn đến hạn trảVay dài hạn,24.177.754997.828.358,,,,,,2.417775499782836e+16,,,,,
