row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,26,12.825.341.033.897,16.351.930.606.769,,1.0,26.0,12825341033897.0,16351930606769.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,26,378.947.072.778,455.512.896.510,,2.0,26.0,378947072778.0,455512896510.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,12.446.393.961.119,15.896.417.710.259,,10.0,,12446393961119.0,15896417710259.0
4.,4.,4.,Giá vốn hàng bán,11,27,10.440.193.976.563,10.222.834.877.865,,11.0,27.0,10440193976563.0,10222834877865.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.006.199.984.556,5.673.582.832.394,,20.0,,2006199984556.0,5673582832394.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,577.255.344.970,302.384.820.754,,21.0,29.0,577255344970.0,302384820754.0
7.,7.,7.,Chi phí tài chính,22,30,27.099.798.480,59.983.723.863,,22.0,30.0,27099798480.0,59983723863.0
,,,- Trong đó: Chi phí lãi vay,23,,9.883.084.457,9.856.617.902,,23.0,,9883084457.0,9856617902.0
8.,8.,8.,Chi phí bán hàng,25,31,794.266.885.292,692.778.151.313,,25.0,31.0,794266885292.0,692778151313.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,31,532.375.795.590,640.326.629.197,,26.0,31.0,532375795590.0,640326629197.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,1.229.712.850.164,4.582.879.148.775,,30.0,,1229712850164.0,4582879148775.0
11.,11.,11.,Thu nhập khác,31,32,24.744.202.802,15.225.626.021,,31.0,32.0,24744202802.0,15225626021.0
12.,12.,12.,Chi phí khác,32,32,2.269.270.186,12.045.867.453,,32.0,32.0,2269270186.0,12045867453.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,32,22.474.932.616,3.179.758.568,,40.0,32.0,22474932616.0,3179758568.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.252.187.782.780,4.586.058.907.343,,50.0,,1252187782780.0,4586058907343.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,144.317.266.613,268.134.110.480,,51.0,33.0,144317266613.0,268134110480.0
16.,16.,16.,(Thu nhập)/chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,(708.040.398),4.489.011.972,,52.0,,-708040398.0,4489011972.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.108.578.556.565,4.313.435.784.891,,60.0,,1108578556565.0,4313435784891.0
