row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,
a) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,Phải thu ngắn hạn của khách hàng > a) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,a) Các bên liên quan khác theo Chuẩn mực Kế toán Việt Nam,34.070.417,37.332.262,34070417.0,37332262.0
Công ty Cổ phần Năng lượng Tái tạo Điện lực Dầu khí,Phải thu ngắn hạn của khách hàng > Công ty Cổ phần Năng lượng Tái tạo Điện lực Dầu khí,Công ty Cổ phần Năng lượng Tái tạo Điện lực Dầu khí,34.070.417,37.332.262,34070417.0,37332262.0
,,,34.070.417,37.332.262,34070417.0,37332262.0
,,,Số cuối năm,Số đầu năm,,
,,,VND,VND,,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,
a) Tập đoàn Dầu khí Việt Nam và các công ty con trong Tập đoàn,Trả trước cho người bán ngắn hạn > a) Tập đoàn Dầu khí Việt Nam và các công ty con trong Tập đoàn,a) Tập đoàn Dầu khí Việt Nam và các công ty con trong Tập đoàn,834.900.000,164.922.480,834900000.0,164922480.0
Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,Công ty Cổ phần Thương mại và Dịch vụ Kỹ thuật Khoan Dầu khí PVD,834.900.000,-,834900000.0,
Viện Dầu khí Việt Nam,Trả trước cho người bán ngắn hạn > Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,-,164.922.480,,164922480.0
b) Công ty con,Trả trước cho người bán ngắn hạn > b) Công ty con,b) Công ty con,23.752.206.958,45.571.982.489,23752206958.0,45571982489.0
Công ty Cổ phần Bao bì Dầu khí Việt Nam,Trả trước cho người bán ngắn hạn > Công ty Cổ phần Bao bì Dầu khí Việt Nam,Công ty Cổ phần Bao bì Dầu khí Việt Nam,23.752.206.958,45.571.982.489,23752206958.0,45571982489.0
,,,24.587.106.958,45.736.904.969,24587106958.0,45736904969.0
