row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,Nợ PHẢI TRẢ,300,,5.240.308.717.607,3.532.920.232.258,,300.0,,5240308717607.0,3532920232258.0
I.,I.,I.,Nợ ngắn hạn,310,,4.485.947.793.597,2.846.992.796.105,,310.0,,4485947793597.0,2846992796105.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,1.967.903.108.097,1.011.432.401.071,,311.0,14.0,1967903108097.0,1011432401071.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,15,23.304.353.103,106.447.754.789,,312.0,15.0,23304353103.0,106447754789.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,73.095.981.321,69.883.522.293,,313.0,16.0,73095981321.0,69883522293.0
4.,4.,4.,Phải trả người lao động,314,,143.281.877.286,130.992.995.141,,314.0,,143281877286.0,130992995141.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,443.759.296.553,238.602.416.720,,315.0,17.0,443759296553.0,238602416720.0
6.,6.,6.,Phải trả ngắn hạn khác,319,18,65.836.400.469,304.089.021.369,,319.0,18.0,65836400469.0,304089021369.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,19,844.566.868.322,-,,320.0,19.0,844566868322.0,
8.,8.,8.,Dự phòng phải trả ngắn hạn,321,20,588.968.647.901,679.260.884.288,,321.0,20.0,588968647901.0,679260884288.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,21,335.231.260.545,306.283.800.434,,322.0,21.0,335231260545.0,306283800434.0
II.,II.,II.,Nợ dài hạn,330,,754.360.924.010,685.927.436.153,,330.0,,754360924010.0,685927436153.0
1.,1.,1.,Quỹ phát triển khoa học và công nghệ,343,22,754.360.924.010,685.927.436.153,,343.0,22.0,754360924010.0,685927436153.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,9.925.726.741.289,10.565.716.139.112,,400.0,,9925726741289.0,10565716139112.0
I.,I.,I.,Vốn chủ sở hữu,410,23,9.925.726.741.289,10.565.716.139.112,,410.0,23.0,9925726741289.0,10565716139112.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.294.000.000.000,5.294.000.000.000,,411.0,,5294000000000.0,5294000000000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.294.000.000.000,5.294.000.000.000,,,,5294000000000.0,5294000000000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,2.587.697.003.792,2.255.123.436.823,,418.0,,2587697003792.0,2255123436823.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,2.044.029.737.497,3.016.592.702.289,,421.0,,2044029737497.0,3016592702289.0
3.,3.,3.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.424.655.700.192,235.381.110.768,,,,1424655700192.0,235381110768.0
3.,3.,3.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,619.374.037.305,2.781.211.591.521,,,,619374037305.0,2781211591521.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,15.166.035.458.896,14.098.636.371.370,,440.0,,15166035458896.0,14098636371370.0
