row_label_raw,row_label_full,Khoản vay 1 > Khoản vay 2 > Khoản vay 3,Số cuối nămVND > 409.999.986 > 426.888.853 > 1.480.799.995,Ngày đáo hạn > 25 tháng 3 năm 2024 > 25 tháng 5 năm 2024 > 25 tháng 3 năm 2025,"Lãi suất(%/năm) > 8,0",Mục đích > Mua tài sản cố định,numeric__Số cuối nămVND > 409.999.986 > 426.888.853 > 1.480.799.995,numeric__Ngày đáo hạn > 25 tháng 3 năm 2024 > 25 tháng 5 năm 2024 > 25 tháng 3 năm 2025,"numeric__Lãi suất(%/năm) > 8,0",numeric__Mục đích > Mua tài sản cố định
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.317.688.834,,,,2317688834.0,,,
Trong đó:Vay dài hạnđến hạn trảVay dài hạn,Trong đó:Vay dài hạnđến hạn trảVay dài hạn,Trong đó:Vay dài hạnđến hạn trảVay dài hạn,793.873.1571.523.815.677,,,,7.938731571523815e+18,,,
