row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Cổ đông lớn,Mua hàng hóa Mua dịch vụ Gốc đi vay Hoàn trả gốc đi vay Lãi đi vay,16.001.546.402 16.852.161.940 106.700.000.000 48.000.000.000 1.391.334.248,6.945.810.177 - - - - -,,,,
Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Công ty có cùng thành viên quản lý chủ chốt,Thu hồi gốc cho vay Gốc cho vay Lợi nhuận HTKD Lãi cho vay Mua hàng hóa Góp vốn HTKD Thu hồi góp vốn HTKD Cung cấp dịch vụ Đặt cọc,49.661.365.754 32.000.000.000 61.321.595.387 3.552.849.249 79.863.511.291 390.000.000.000 24.500.000.000 253.733.335 1.000.000.000,47.000.000.000 31.000.000.000 12.551.452.054 5.893.942.459 - - - - - -,,,,
Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Bà Huỳnh Bích Ngọc,Chủ tịch HĐQT,Gốc đi vay Lãi đi vay Trả trước,16.666.500.000 623.281.439 1.911.437.500,- - - - -,,,,
