row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,773.001.952.631,1.532.014.610.370,773001952631.0,1532014610370.0
Doanh thu từ chuyển nhượng bất động sản,Doanh thu từ chuyển nhượng bất động sản,Doanh thu từ chuyển nhượng bất động sản,403.293.012.037,846.324.452.911,403293012037.0,846324452911.0
Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,Doanh thu từ dịch vụ xây dựng,198.665.226.356,556.410.573.942,198665226356.0,556410573942.0
Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,Doanh thu từ dịch vụ cho thuê,94.872.193.423,83.853.940.583,94872193423.0,83853940583.0
Doanh thu từ dịch vụ bất động sản,Doanh thu từ dịch vụ bất động sản,Doanh thu từ dịch vụ bất động sản,43.556.908.708,31.767.824.280,43556908708.0,31767824280.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,32.614.612.107,13.657.818.654,32614612107.0,13657818654.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,(5.655.179.000),(5.610.194.622),-5655179000.0,-5610194622.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,(52.299.170),(3.655.396.911),-52299170.0,-3655396911.0
DOANH THU THUẦN,Các khoản giảm trừ doanh thu > DOANH THU THUẦN,DOANH THU THUẦN,767.294.474.461,1.522.749.018.837,767294474461.0,1522749018837.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với bên khác,Trong đó: > Doanh thu với bên khác,Doanh thu với bên khác,734.050.617.320,1.492.527.812.589,734050617320.0,1492527812589.0
Doanh thu với bên liên quan(Thuyết minh số 31),Trong đó: > Doanh thu với bên liên quan(Thuyết minh số 31),Doanh thu với bên liên quan(Thuyết minh số 31),33.243.857.141,30.221.206.248,33243857141.0,30221206248.0
