row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Bắt động sản để bán đang xây dựng,Bắt động sản để bán đang xây dựng,Bắt động sản để bán đang xây dựng,1.279.914.119.284,1.371.434.641.461,1279914119284.0,1371434641461.0
- Dự án Jamona City,- Dự án Jamona City,- Dự án Jamona City,1.223.915.653.755,1.177.899.307.202,1223915653755.0,1177899307202.0
- Dự án Khu dân cư Phú Hữu Quận 9,- Dự án Khu dân cư Phú Hữu Quận 9,- Dự án Khu dân cư Phú Hữu Quận 9,21.776.603.921,21.776.603.921,21776603921.0,21776603921.0
- Dự án Charmington La Pointe,- Dự án Charmington La Pointe,- Dự án Charmington La Pointe,9.281.286.495,9.281.286.495,9281286495.0,9281286495.0
- Dự án Carillon 7,- Dự án Carillon 7,- Dự án Carillon 7,8.205.191.017,7.289.458.892,8205191017.0,7289458892.0
- Dự án TTC Plaza Đức Trọng,- Dự án TTC Plaza Đức Trọng,- Dự án TTC Plaza Đức Trọng,-,144.275.032.666,,144275032666.0
- Các dự án khác,- Các dự án khác,- Các dự án khác,16.735.384.096,10.912.952.285,16735384096.0,10912952285.0
Dịch vụ đang cung cấp dở dang,Dịch vụ đang cung cấp dở dang,Dịch vụ đang cung cấp dở dang,42.636.577.055,26.904.631.245,42636577055.0,26904631245.0
Hàng hóa bắt động sản để bán,Hàng hóa bắt động sản để bán,Hàng hóa bắt động sản để bán,92.548.182.995,40.349.626.643,92548182995.0,40349626643.0
Khác,Khác,Khác,21.345.110.287,1.469.247.557,21345110287.0,1469247557.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.436.443.989.621,1.440.158.146.906,1436443989621.0,1440158146906.0
Dự phòng phải hàng tồn kho,Dự phòng phải hàng tồn kho,Dự phòng phải hàng tồn kho,(1.004.925.557),(1.469.247.557),-1004925557.0,-1469247557.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.435.439.064.064,1.438.688.899.349,1435439064064.0,1438688899349.0
