row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,VI.1,2.094.686.907.303,1.733.040.502.322,,,2094686907303.0,1733040502322.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,VI.1,2.094.686.907.303,1.733.040.502.322,,,2094686907303.0,1733040502322.0
11,02 > 11,11,Giá vốn hàng bán và cung cấp dịch vụ,VI.2,1.736.475.739.429,1.475.751.635.501,,,1736475739429.0,1475751635501.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,358.211.167.874,257.288.866.821,,,358211167874.0,257288866821.0
21,02 > 21,21,Doanh thu hoạt động tài chính,VI.3,73.257.452.050,54.569.980.578,,,73257452050.0,54569980578.0
22,02 > 22,22,Chi phí tài chính,VI.4,28.626.077.128,17.784.714.733,,,28626077128.0,17784714733.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,28.626.077.128,17.784.714.733,,,28626077128.0,17784714733.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,VI.5,52.782.955.475,44.059.258.285,,,52782955475.0,44059258285.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,350.059.587.321,250.014.874.381,,,350059587321.0,250014874381.0
31,02 > 31,31,Thu nhập khác,VI.6,3.876.189.214,5.101.194.460,,,3876189214.0,5101194460.0
32,02 > 32,32,Chi phí khác,VI.7,465.085.094,4.190.417.804,,,465085094.0,4190417804.0
40,02 > 40,40,Lợi nhuận khác,,3.411.104.120,910.776.656,,,3411104120.0,910776656.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế,,353.470.691.441,250.925.651.037,,,353470691441.0,250925651037.0
