row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,31.12.2025VND,01.01.2025VND,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__31.12.2025VND,numeric__01.01.2025VND
PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo),,,,
Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT Nguyễn Quang Huy, Phó TGD Nguyễn Văn float",Thi công xây lắp Dịch vụ khác,37.651.942.8313.684.240.000,-637.938.182,,,3.7651942831368425e+20,-637938182.0
Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,Công ty Cố phần Đầu tư và Xây dựng ICV Việt Nam,"Công ty con của Công ty mẹ, Công ty có liên quan của Thành viên HĐQT Trần Chủng, Thành viên HĐQT Nguyễn Quang Huy, Phó TGD Nguyễn Văn float",Cộng,41.336.182.831,637.938.182,,,41336182831.0,637938182.0
Công ty Cố phần Tập Đoàn Đèo Cả,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cố phần Tập Đoàn Đèo Cả,Công ty Cố phần Tập Đoàn Đèo Cả,Công ty mẹ,Thi công xây lắp Cộng,254.985.126.957254.985.126.957,213.453.819.549213.453.819.549,,,2.54985126957255e+23,2.1345381954921344e+23
Công ty Cố phần Đầu tư BOT Đèo Cả Khánh Hòa,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cố phần Đầu tư BOT Đèo Cả Khánh Hòa,Công ty Cố phần Đầu tư BOT Đèo Cả Khánh Hòa,"Công ty liên kết, công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Hữu Hùng, TGD kiểm người đại diện theo pháp luật Ngo Trường Nam, Trường Ban Kiểm soát Nguyễn Minh Giang, Kiểm soát viên Phan Thị Mai","Duy tu bảo dưỡng hầm, đường Trung tu hầm, đường Thi công xây lắp Vận hành các trạm thu phí Cộng",1.655.543.9001.150.582.495244.609.5003.647.065.4006.697.801.295,1.537.414.9001.150.582.495244.609.5003.647.065.4006.579.672.295,,,1.6555439001150583e+48,1.5374149001150582e+48
Công ty Cố phần cao tốc Đồng Đăng - Trà Lĩnh,PHẢI THU KHÁCH HÀNG NGẮN HẠN (tiếp theo) > Công ty Cố phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cố phần cao tốc Đồng Đăng - Trà Lĩnh,"Công ty liên kết, Công ty có liên quan của Phó chủ tịch HĐQT Nguyễn Hữu Hùng, Thành viên HĐQT Nguyễn Quang Huy",Thi công xây lắp Cộng,34.322.956.45334.322.956.453,-,,,3.432295645334323e+21,
