row_label_raw,row_label_full,col_0,Năm tài chínhkết thúc ngày 31 tháng 12 năm,Năm tài chínhkết thúc ngày 31 tháng 12 năm_1,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm,numeric__Năm tài chínhkết thúc ngày 31 tháng 12 năm_1
,,,2025VND,2024VND,,
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,353.470.691.441,250.925.651.037,353470691441.0,250925651037.0
"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp:","Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp:",,,,
- Các khoản điều chỉnh tăng,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > - Các khoản điều chỉnh tăng",- Các khoản điều chỉnh tăng,3.257.311.488,5.573.359.903,3257311488.0,5573359903.0
- Các khoản điều chỉnh giảm,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > - Các khoản điều chỉnh giảm",- Các khoản điều chỉnh giảm,(18.930.909.347),(10.484.602.990),-18930909347.0,-10484602990.0
Thu nhập chịu thuế,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > Thu nhập chịu thuế",Thu nhập chịu thuế,337.797.093.582,246.014.407.950,337797093582.0,246014407950.0
Thu nhập tính thuế,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > Thu nhập tính thuế",Thu nhập tính thuế,337.797.093.582,246.014.407.950,337797093582.0,246014407950.0
Thuế suất thuế thu nhập doanh nghiệp,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > Thuế suất thuế thu nhập doanh nghiệp",Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp phải nộp,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > Thuế thu nhập doanh nghiệp phải nộp",Thuế thu nhập doanh nghiệp phải nộp,67.559.418.716,49.202.881.590,67559418716.0,49202881590.0
Điều chỉnh thuế thu nhập doanh nghiệp phải nộpcủa các năm trước,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > Điều chỉnh thuế thu nhập doanh nghiệp phải nộpcủa các năm trước",Điều chỉnh thuế thu nhập doanh nghiệp phải nộpcủa các năm trước,33.103.578,4.271.602.656,33103578.0,4271602656.0
Tổng thuế thu nhập doanh nghiệp còn phải nộp,"Các khoản điều chỉnh tăng, giảm lợi nhuận kế toánđế xác định lợi nhuận chịu thuế thu nhập doanhnghiệp: > Tổng thuế thu nhập doanh nghiệp còn phải nộp",Tổng thuế thu nhập doanh nghiệp còn phải nộp,67.592.522.294,53.474.484.246,67592522294.0,53474484246.0
