row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 01.01.2025 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 01.01.2025 VND
300,300,300,NỘ PHẢI TRẢ,,2.131.218.405.615,1.443.162.061.570,,,2131218405615.0,1443162061570.0
310,310,310,Nợ ngắn hạn,,1.577.579.822.579,1.171.339.486.843,,,1577579822579.0,1171339486843.0
311,311,311,Phải trả người bán ngắn hạn,V.14,325.504.326.169,208.778.760.864,,,325504326169.0,208778760864.0
312,312,312,Người mua trả tiền trước ngắn hạn,V.15a,102.791.223.460,4.719.425.163,,,102791223460.0,4719425163.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,V.16,90.676.666.283,73.207.185.172,,,90676666283.0,73207185172.0
314,314,314,Phải trả người lao động,V.17,25.680.247.610,22.384.273.646,,,25680247610.0,22384273646.0
315,315,315,Chi phí phải trả ngắn hạn,V.18,67.113.076.048,128.925.836.049,,,67113076048.0,128925836049.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,V.19a,1.194.181.818,1.100.000.000,,,1194181818.0,1100000000.0
319,319,319,Phải trả ngắn hạn khác,V.20,507.799.875.555,516.083.793.585,,,507799875555.0,516083793585.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,V.21a,450.741.050.821,210.037.037.549,,,450741050821.0,210037037549.0
322,322,322,"Quỹ khen thưởng, phúc lợi",,6.079.174.815,6.103.174.815,,,6079174815.0,6103174815.0
330,330,330,Nợ dài hạn,,553.638.583.036,271.822.574.727,,,553638583036.0,271822574727.0
332,332,332,Người mua trả tiền trước dài hạn,V.15b,507.937.125.175,232.651.836.038,,,507937125175.0,232651836038.0
336,336,336,Doanh thu chưa thực hiện dài hạn,V.19b,5.535.100.416,6.649.932.236,,,5535100416.0,6649932236.0
338,338,338,Vay và nợ thuê tài chính dài hạn,V.21b,40.166.357.445,32.520.806.453,,,40166357445.0,32520806453.0
