row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2025,Từ 01 năm trở xuống VND > Tại ngày 31 tháng 12 năm 2025,Trên 1 năm đến 5 năm VND > Tại ngày 31 tháng 12 năm 2025,Trên 05 năm VND > Tại ngày 31 tháng 12 năm 2025,Cộng VND > Tại ngày 31 tháng 12 năm 2025,numeric__Từ 01 năm trở xuống VND > Tại ngày 31 tháng 12 năm 2025,numeric__Trên 1 năm đến 5 năm VND > Tại ngày 31 tháng 12 năm 2025,numeric__Trên 05 năm VND > Tại ngày 31 tháng 12 năm 2025,numeric__Cộng VND > Tại ngày 31 tháng 12 năm 2025
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,325.504.326.169,-,-,325.504.326.169,325504326169.0,,,325504326169.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,102.791.223.460,507.937.125.175,-,610.728.348.635,102791223460.0,507937125175.0,,610728348635.0
Vay và nợ,Vay và nợ,Vay và nợ,450.741.050.821,40.166.357.445,-,490.907.408.266,450741050821.0,40166357445.0,,490907408266.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,67.113.076.048,-,-,67.113.076.048,67113076048.0,,,67113076048.0
Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,508.994.057.373,35.100.416,5.500.000.000,514.529.157.789,508994057373.0,35100416.0,5500000000.0,514529157789.0
Cộng,Cộng,Cộng,1.455.143.733.871,548.138.583.036,5.500.000.000,2.008.782.316.907,1455143733871.0,548138583036.0,5500000000.0,2008782316907.0
