row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2025 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2024 VND
Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đèo Cả,Công ty Cổ phần Quản lý và Khai thác đường Cao tốc Đèo Cả,Công ty có liên quan của PTGĐ Lê Châu Thắng; Thành viên HĐQT Nguyễn Quang Huy; Phó TGD Trần Văn Chí; Phó TGD Nguyễn Quỳnh Mai; Phó TGD Nguyễn Văn Ân; Phụ trách quản trị kiểm Thư ký công ty Trần Tấn Huy.,"Bán hàng hóa, dịch vụ Mua hàng hóa, dịch vụ",928.104.334 13.865.025.445,1.356.909.082 645.047.222,,,,
Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,Công ty Cổ phần Cao tốc Cam Lâm - Vĩnh Hảo,"Công ty liên kết, Công ty có liên quan của Phó Chủ tịch HĐQT Nguyễn Tấn Đông","Bán hàng hóa, dịch vụ Chi tiền hợp tác kinh doanh Thanh toán lợi nhuận từ hợp tác kinh doanh Lợi nhuận từ hợp tác kinh doanh Hoàn tiền hợp tác kinh doanh",50.000.610.185 - 69.242.734.118 51.584.069.977 455.589.793.336,175.158.427.705 413.773.860.000 - 38.564.448.692 -,,,,
Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,Công ty Cổ phần cao tốc Đồng Đăng - Trà Lĩnh,"Công ty liên kết, Công ty có liên quan của Phó chủ tịch HĐQT Nguyễn Hữu Hùng, Thành viên HĐQT Nguyễn Quang Huy","Bán hàng hóa, dịch vụ Góp vốn Đặt cọc góp vốn Hoàn trả tiền đặt cọc Chi tiền hợp tác kinh doanh Hoàn tiền hợp tác kinh doanh",169.222.123.694 204.473.200.000 248.643.272.861 102.050.172.067 284.800.800.000 203.283.800.000,- 7.500.000.000 64.302.099.206 - -,,,,
