row_label_raw,row_label_full,col_0,31.12.2025 > Giá trị VND,31.12.2025 > Dự phòng VND,01.01.2025 > Giá trị VND,01.01.2025 > Dự phòng VND,31.12.2025 > VND,01.01.2025 > VND,numeric__31.12.2025 > Giá trị VND,numeric__31.12.2025 > Dự phòng VND,numeric__01.01.2025 > Giá trị VND,numeric__01.01.2025 > Dự phòng VND,numeric__31.12.2025 > VND,numeric__01.01.2025 > VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,429.779.672.252,-,179.496.085.146,-,429.779.672.252,179.496.085.146,429779672252.0,,179496085146.0,,429779672252.0,179496085146.0
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,1.342.563.352.923,(11.035.892.482),1.086.177.423.522,(11.035.892.482),1.331.527.460.441,1.075.141.531.040,1342563352923.0,-11035892482.0,1086177423522.0,-11035892482.0,1331527460441.0,1075141531040.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,187.903.795.724,(1.301.620.413),128.574.500.783,(1.301.620.413),186.602.175.311,127.272.880.370,187903795724.0,-1301620413.0,128574500783.0,-1301620413.0,186602175311.0,127272880370.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,396.808.591.380,(873.033.836),715.691.664.357,(873.033.836),395.935.557.544,714.818.630.521,396808591380.0,-873033836.0,715691664357.0,-873033836.0,395935557544.0,714818630521.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,14.567.111.018,-,6.432.529.990,-,14.567.111.018,6.432.529.990,14567111018.0,,6432529990.0,,14567111018.0,6432529990.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,4.905.450.240.000,-,3.835.301.040.000,-,4.905.450.240.000,3.835.301.040.000,4905450240000.0,,3835301040000.0,,4905450240000.0,3835301040000.0
Cộng,Cộng,Cộng,7.277.072.763.297,(13.210.546.731),5.951.673.243.798,(13.210.546.731),7.263.862.216.566,5.938.462.697.067,7277072763297.0,-13210546731.0,5951673243798.0,-13210546731.0,7263862216566.0,5938462697067.0
