row_label_raw,row_label_full,Mã số,NGUỒN VỐN (tiếp theo),Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 01.01.2025 VND,numeric__NGUỒN VỐN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 01.01.2025 VND
400,400,400,VỐN CHỦ SỞ HỮU,,5.431.503.875.205,4.731.341.306.058,,,5431503875205.0,4731341306058.0
410,410,410,Vốn chủ sở hữu,V.22,5.431.503.875.205,4.731.341.306.058,,,5431503875205.0,4731341306058.0
411,411,411,Vốn góp cửa chủ sở hữu,,4.974.330.030.000,4.322.555.280.000,,,4974330030000.0,4322555280000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.974.330.030.000,4.322.555.280.000,,,4974330030000.0,4322555280000.0
412,412,412,Thặng dư vốn cổ phần,,5.364.062.000,6.079.662.000,,,5364062000.0,6079662000.0
418,418,418,Quỹ đầu tư phát triển,,15.561.628.379,8.822.456.079,,,15561628379.0,8822456079.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,,-,1.739.172.300,,,,1739172300.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",,436.248.154.826,392.144.735.679,,,436248154826.0,392144735679.0
421a,421a,421a,- LNST chưa phân phối lũy kế cửa các năm trước,,150.369.985.679,196.601.568.888,,,150369985679.0,196601568888.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,285.878.169.147,195.543.166.791,,,285878169147.0,195543166791.0
440,440,440,TỔNG NGUỒN VỐN,,7.562.722.280.820,6.174.503.367.628,,,7562722280820.0,6174503367628.0
