row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 31.12.2025 VND,Tại ngày > 01.01.2025 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 31.12.2025 VND,numeric__Tại ngày > 01.01.2025 VND
100,100,100,TÀI SẢN NGẮN HẠN,,2.128.693.984.704,1.561.076.832.191,,,2128693984704.0,1561076832191.0
110,110,110,Tiền và các khoản tương đương tiền,V.1,429.779.672.252,179.496.085.146,,,429779672252.0,179496085146.0
111,111,111,Tiền,,386.072.000.783,129.459.625.245,,,386072000783.0,129459625245.0
112,112,112,Các khoản tương đương tiền,,43.707.671.469,50.036.459.901,,,43707671469.0,50036459901.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,14.567.111.018,6.432.529.990,,,14567111018.0,6432529990.0
123,123,123,Đâu tư nắm giữ đến ngày đáo hạn,V.2a,14.567.111.018,6.432.529.990,,,14567111018.0,6432529990.0
130,130,130,Các khoản phải thu ngắn hạn,,1.637.464.520.727,1.306.050.205.664,,,1637464520727.0,1306050205664.0
131,131,131,Phải thu ngắn hạn của khách hàng,V.3a,1.339.468.925.392,1.083.082.995.991,,,1339468925392.0,1083082995991.0
132,132,132,Trả trước cho người bán ngắn hạn,V.4a,29.754.501.945,28.574.500.783,,,29754501945.0,28574500783.0
135,135,135,Phải thu về cho vay ngắn hạn,V.5,7.000.000.000,6.000.000.000,,,7000000000.0,6000000000.0
136,136,136,Phải thu ngắn hạn khác,V.6a,274.451.640.121,201.603.255.621,,,274451640121.0,201603255621.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,V.7,(13.210.546.731),(13.210.546.731),,,-13210546731.0,-13210546731.0
140,140,140,Hàng tồn kho,,44.914.909.709,67.714.934.630,,,44914909709.0,67714934630.0
141,141,141,Hàng tồn kho,V.8,44.914.909.709,67.714.934.630,,,44914909709.0,67714934630.0
150,150,150,Tài sản ngắn hạn khác,,1.967.770.998,1.383.076.761,,,1967770998.0,1383076761.0
151,151,151,Chi phí trả trước ngắn hạn,V.9a,1.967.770.998,1.383.076.761,,,1967770998.0,1383076761.0
