row_label_raw,row_label_full,STT,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Tên công ty,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
STT,STT,STT,Tên công ty,Địa chỉ,31.12.2025,01.01.2025,31.12.2025,01.01.2025,,,31122025.0,1012025.0,31122025.0,1012025.0
1,1,1,Công ty Cổ Phần BOT Bắc Giang - Lạng Sơn,"278 Thụy Khuế, phường Tây Hồ, Thành phố Hà Nội, Việt Nam","65,04%","65,03%","65,04%","65,03%",,,0.6504000000000001,0.6503,0.6504000000000001,0.6503
2,2,2,Công ty Cổ phần Đầu tư Đèo Cả,"32 Thạch Thị Thanh, phường Tân Định, Thành phố Hồ Chí Minh, Việt Nam","74,24%","73,41%","74,24%","73,41%",,,0.7424,0.7341,0.7424,0.7341
3,3,3,Công ty Cổ phần Phước Tượng Phú gia BOT,"278 Thụy Khuế, phường Tây Hồ, Thành phố Hà Nội, Việt Nam","99,37%","99,37%","99,37%","99,37%",,,0.9937,0.9937,0.9937,0.9937
