row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,01/01/2023,01/01/2023_1,numeric__31/12/2023,numeric__31/12/2023_1,numeric__01/01/2023,numeric__01/01/2023_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,Chi phí sản xuất kinh doanh dở dang,1.944.381.827.650,-,2.455.580.646.757,-,1944381827650.0,,2455580646757.0,
"Dự án Tuy Hòa, Phú Yên (1.4 ha)","Dự án Tuy Hòa, Phú Yên (1.4 ha)","Dự án Tuy Hòa, Phú Yên (1.4 ha)",201.112.992.555,-,201.082.398.064,-,201112992555.0,,201082398064.0,
Dự án Khu ĐT mới Đề Thám Cao Bằng,Dự án Khu ĐT mới Đề Thám Cao Bằng,Dự án Khu ĐT mới Đề Thám Cao Bằng,347.974.974.983,-,422.624.447.767,-,347974974983.0,,422624447767.0,
"Dự án Khu ĐT Phía Nam, TP Bắc Giang","Dự án Khu ĐT Phía Nam, TP Bắc Giang","Dự án Khu ĐT Phía Nam, TP Bắc Giang",561.731.559.484,-,1.084.280.587.159,-,561731559484.0,,1084280587159.0,
"Dự án Nhà ở TM, TP.Lào Cai","Dự án Nhà ở TM, TP.Lào Cai","Dự án Nhà ở TM, TP.Lào Cai",732.020.221.796,-,626.857.859.575,-,732020221796.0,,626857859575.0,
Các dự án khác,Các dự án khác,Các dự án khác,101.542.078.832,-,120.735.354.192,-,101542078832.0,,120735354192.0,
Thành phẩm,Thành phẩm,Thành phẩm,633.789.613.503,-,441.170.554.264,-,633789613503.0,,441170554264.0,
Dự án Phú Lăm,Dự án Phú Lăm,Dự án Phú Lăm,272.986.656.507,-,286.260.708.684,-,272986656507.0,,286260708684.0,
"DA ĐT km3,4 Hải Yên, Móng Cái, Quảng Ninh","DA ĐT km3,4 Hải Yên, Móng Cái, Quảng Ninh","DA ĐT km3,4 Hải Yên, Móng Cái, Quảng Ninh",360.802.956.996,-,154.909.845.580,-,360802956996.0,,154909845580.0,
Tổng,Tổng,Tổng,2.578.171.441.153,-,2.896.751.201.021,-,2578171441153.0,,2896751201021.0,
