row_label_raw,row_label_full,Chi phí thuế thu nhập doanh nghiệp năm hiện hành,Năm 2023VND > 43.374.843.938,Năm 2022VND > 39.273.201.493,numeric__Năm 2023VND > 43.374.843.938,numeric__Năm 2022VND > 39.273.201.493
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,-,2.160.075.514,,2160075514.0
Tổng,Tổng,Tổng,43.374.843.938,41.433.277.007,43374843938.0,41433277007.0
