row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2023VND,Năm 2022VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2023VND,numeric__Năm 2022VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,1.155.084.358.480,723.131.509.525,,1.0,61.0,1155084358480.0,723131509525.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,1.155.084.358.480,723.131.509.525,,10.0,,1155084358480.0,723131509525.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,926.759.302.034,510.244.828.126,,11.0,62.0,926759302034.0,510244828126.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,228.325.056.446,212.886.681.399,,20.0,,228325056446.0,212886681399.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,223.849.778.472,232.043.335.173,,21.0,63.0,223849778472.0,232043335173.0
7.,7.,7.,Chi phí tài chính,22,6.4,175.769.266.852,346.837.970.098,,22.0,64.0,175769266852.0,346837970098.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,164.192.251.663,332.137.326.168,,23.0,,164192251663.0,332137326168.0
8.,8.,8.,Chi phí bán hàng,25,6.5,133.948.960.503,5.117.055.479,,25.0,65.0,133948960503.0,5117055479.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,6.5,43.843.419.728,60.101.567.828,,26.0,65.0,43843419728.0,60101567828.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)-(25+26)},30,,98.613.187.835,32.873.423.167,,30.0,,98613187835.0,32873423167.0
11.,11.,11.,Thu nhập khác,31,6.6,14.261.754.870,19.567.299.985,,31.0,66.0,14261754870.0,19567299985.0
12.,12.,12.,Chi phí khác,32,6.6,8.343.405.632,7.162.433.870,,32.0,66.0,8343405632.0,7162433870.0
13.,13.,13.,Lợi nhuận khác (40 = 31-32),40,6.6,5.918.349.238,12.404.866.115,,40.0,66.0,5918349238.0,12404866115.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,104.531.537.073,45.278.289.282,,50.0,,104531537073.0,45278289282.0
15.,15.,15.,Chi phí thuế TNDN hiện hành,51,6.7,43.374.843.938,39.273.201.493,,51.0,67.0,43374843938.0,39273201493.0
16.,16.,16.,Chi phí thuế TNDN hoãn lại,52,6.7,-,2.160.075.514,,52.0,67.0,,2160075514.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,61.156.693.135,3.845.012.275,,60.0,,61156693135.0,3845012275.0
