row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2023 VND,Năm 2022 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Công ty HPH Nha Trang,Công ty HPH Nha Trang,Công ty HPH Nha Trang,Nhận tiền theo thỏa thuận quản lý vốn tập trung,-,200.000.000,,,200000000.0
Công ty HPH Nha Trang,Công ty HPH Nha Trang,Công ty HPH Nha Trang,Phải trả lãi từ dòng tiền quản lý vốn tập trung,96.706.920,93.063.573,,96706920.0,93063573.0
Công ty HPH Nha Trang,Công ty HPH Nha Trang,Công ty HPH Nha Trang,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",11.685.000.000,-,,11685000000.0,
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Chuyển tiền góp vốn,701.587.805,150.000.000.000,,701587805.0,150000000000.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Nhận tiền theo thỏa thuận quản lý vốn tập trung,65.000.000.000,34.000.000.000,,65000000000.0,34000000000.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Phải trả lãi từ dòng tiền quản lý vốn tập trung,573.148.600,155.065.347,,573148600.0,155065347.0
Công ty Sapphire,Công ty Sapphire,Công ty Sapphire,Tiền lợi nhuận được chia,521.537.783,-,,521537783.0,
Công ty Ruby,Công ty Ruby,Công ty Ruby,Nhận tiền quản lý vốn tập trung,150.000.000.000,-,,150000000000.0,
Công ty Ruby,Công ty Ruby,Công ty Ruby,Phải trả lãi từ dòng tiền quản lý vốn tập trung,752.358.732,328.181.382,,752358732.0,328181382.0
Công ty Ruby,Công ty Ruby,Công ty Ruby,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",3.229.051.139,-,,3229051139.0,
Công ty Heritage,Công ty Heritage,Công ty Heritage,Tiền lợi nhuận được chia,3.124.051.139,-,,3124051139.0,
Công ty Heritage,Công ty Heritage,Công ty Heritage,"Chuyển trả, bù trừ tiền quản lý vốn tập trung",813.479.000,-,,813479000.0,
Công ty Heritage,Công ty Heritage,Công ty Heritage,Phải trả lãi từ dòng tiền quản lý vốn tập trung,319.836.160,-,,319836160.0,
Công ty Địa ốc Hải Phát (*),Công ty Địa ốc Hải Phát (*),Công ty Địa ốc Hải Phát (*),"Phí dịch vụ môi giới, marketing",-,38.526.481.878,,,38526481878.0
