row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,461.173.653.882,461.173.653.882,753.468.159.813,464.770.714.232,172.476.208.301,172.476.208.301,461173653882.0,461173653882.0,753468159813.0,464770714232.0,172476208301.0,172476208301.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,350.582.560.000,350.582.560.000,354.940.181.000,12.998.869.000,8.641.248.000,8.641.248.000,350582560000.0,350582560000.0,354940181000.0,12998869000.0,8641248000.0,8641248000.0
Ngân Hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Đô Thành,Ngân Hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Đô Thành,Ngân Hàng Thương mại Cổ phần Công Thương Việt Nam - Chi nhánh Đô Thành,-,-,4.357.621.000,12.998.869.000,8.641.248.000,8.641.248.000,,,4357621000.0,12998869000.0,8641248000.0,8641248000.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),11.400.000.000,11.400.000.000,11.400.000.000,-,-,-,11400000000.0,11400000000.0,11400000000.0,,,
Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.2),339.182.560.000,339.182.560.000,339.182.560.000,-,-,-,339182560000.0,339182560000.0,339182560000.0,,,
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,110.591.093.882,110.591.093.882,398.527.978.813,451.771.845.232,163.834.960.301,163.834.960.301,110591093882.0,110591093882.0,398527978813.0,451771845232.0,163834960301.0,163834960301.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I (1.3),77.470.533.915,77.470.533.915,51.557.079.150,23.300.617.510,49.214.072.275,49.214.072.275,77470533915.0,77470533915.0,51557079150.0,23300617510.0,49214072275.0,49214072275.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),33.120.559.967,33.120.559.967,22.095.899.663,9.971.227.722,20.995.888.026,20.995.888.026,33120559967.0,33120559967.0,22095899663.0,9971227722.0,20995888026.0,20995888026.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,-,-,324.875.000.000,418.500.000.000,93.625.000.000,93.625.000.000,,,324875000000.0,418500000000.0,93625000000.0,93625000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,34.965.129.988,34.965.129.988,60.966.157.000,398.527.978.813,372.526.951.801,372.526.951.801,34965129988.0,34965129988.0,60966157000.0,398527978813.0,372526951801.0,372526951801.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Hà Nội I (1.3),24.475.590.991,24.475.590.991,11.876.309.900,51.557.079.150,64.156.360.241,64.156.360.241,24475590991.0,24475590991.0,11876309900.0,51557079150.0,64156360241.0,64156360241.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng (1.3),10.489.538.997,10.489.538.997,5.089.847.100,22.095.899.663,27.495.591.560,27.495.591.560,10489538997.0,10489538997.0,5089847100.0,22095899663.0,27495591560.0,27495591560.0
Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,Ngân Hàng Thương mại cổ phần Phát Triển Thành phố Hồ Chí Minh (Hdbank) - Chi nhánh Hoàn Kiểm,-,-,44.000.000.000,324.875.000.000,280.875.000.000,280.875.000.000,,,44000000000.0,324875000000.0,280875000000.0,280875000000.0
Tổng,Tổng,Tổng,496.138.783.870,496.138.783.870,814.434.316.813,863.298.693.045,545.003.160.102,545.003.160.102,496138783870.0,496138783870.0,814434316813.0,863298693045.0,545003160102.0,545003160102.0
