row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm 2023 VND,Năm 2022 VND,numeric__Nội dung nghiệp vụ,numeric__Năm 2023 VND,numeric__Năm 2022 VND
Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Hoàn tiền hợp tác đầu tư,-,253.150.000.000,,,253150000000.0
Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Trả tiền quản lý vốn tập trung,8.665.552.802,-,,8665552802.0,
Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Nhận tiền theo thỏa thuận quản lý vốn tập trung,151.840.000.000,350.863.000.000,,151840000000.0,350863000000.0
Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Lãi từ dòng tiền quản lý vốn tập trung,4.354.796.952,3.540.109.675,,4354796952.0,3540109675.0
Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Chuyển từ hợp tác đầu tư sang thỏa thuận vốn tập trung,-,272.850.957.292,,,272850957292.0
Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Công ty Hải Phát-Binh Thuận,Thu khác,-,29.310.000,,,29310000.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail,Công ty Hải Phát Retail,Hoàn trả tiền hợp tác đầu tư,,-,,,
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Nhận tiền hợp tác đầu tư,-,28.930.000.000,,,28930000000.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Nhận tiền theo thỏa thuận quản lý vốn tập trung,335.569.750.000,299.165.987.000,,335569750000.0,299165987000.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí dịch vụ,1.138.223.710,948.311.354,,1138223710.0,948311354.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí sửa chữa tòa nhà,-,997.226.377,,,997226377.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phí thuê mặt bằng,6.618.068.913,9.110.590.784,,6618068913.0,9110590784.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Phí điện, nước, tiền gửi xe",1.304.650.787,1.397.587.090,,1304650787.0,1397587090.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Bán hàng hóa, dịch vụ",-,6.084.433.694,,,6084433694.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Chuyển giao chi phí,-,228.600.000,,,228600000.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Phải trả lãi từ dòng tiền quản lý vốn tập trung,4.343.453.631,585.820.432,,4343453631.0,585820432.0
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,"Doanh thu khai thác tầng hầm, phí quản lý vận hành",3.766.172.759,-,,3766172759.0,
Công ty Hải Phát Retail,Công ty Hải Phát Retail > Công ty Hải Phát Retail,Công ty Hải Phát Retail,Nhận chuyển nhượng BĐS,69.164.704.194,-,,69164704194.0,
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,Phí dịch vụ quản lý tòa nhà,1.439.675.623,9.593.963.013,,1439675623.0,9593963013.0
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,"Thuê quảng cáo, dịch vụ khác",1.941.795.795,300.974.198,,1941795795.0,300974198.0
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,Doanh thu cho thuê mặt bằng,-,140.000.000,,,140000000.0
Công ty PSP,Công ty Hải Phát Retail > Công ty PSP,Công ty PSP,"Doanh thu điện, nước",,293.199.543,,,293199543.0
