row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị ghi số,31/12/2023 > Số có khả năng trả nợ,01/01/2023 > Giá trị ghi số,01/01/2023 > Số có khả năng trả nợ,numeric__31/12/2023 > Giá trị ghi số,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__01/01/2023 > Giá trị ghi số,numeric__01/01/2023 > Số có khả năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,312.466.525.940,312.466.525.940,204.942.837.994,204.942.837.994,312466525940.0,312466525940.0,204942837994.0,204942837994.0
Công ty CP Xây dựng số 1 Sông Hồng,Công ty CP Xây dựng số 1 Sông Hồng,Công ty CP Xây dựng số 1 Sông Hồng,23.493.115.910,23.493.115.910,23.493.115.910,23.493.115.910,23493115910.0,23493115910.0,23493115910.0,23493115910.0
Công ty Cổ phần xây dựng HP Thăng Long,Công ty Cổ phần xây dựng HP Thăng Long,Công ty Cổ phần xây dựng HP Thăng Long,-,-,16.646.083.948,16.646.083.948,,,16646083948.0,16646083948.0
Công ty cổ phần đầu tư xây dựng và thương mại Đức Đạt,Công ty cổ phần đầu tư xây dựng và thương mại Đức Đạt,Công ty cổ phần đầu tư xây dựng và thương mại Đức Đạt,25.279.551.585,25.279.551.585,-,-,25279551585.0,25279551585.0,,
Công ty Cổ phần kinh doanh Địa ốc Hải Phát,Công ty Cổ phần kinh doanh Địa ốc Hải Phát,Công ty Cổ phần kinh doanh Địa ốc Hải Phát,101.295.773.639,101.295.773.639,743.330.550,743.330.550,101295773639.0,101295773639.0,743330550.0,743330550.0
Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,Phải trả người bán ngắn hạn khác,162.398.084.806,162.398.084.806,164.060.307.586,164.060.307.586,162398084806.0,162398084806.0,164060307586.0,164060307586.0
Tổng,Tổng,Tổng,312.466.525.940,312.466.525.940,204.942.837.994,204.942.837.994,312466525940.0,312466525940.0,204942837994.0,204942837994.0
Trong đó phải trả các bên liên quan (Chi tiết tại Thuyết minh số 7.1),Trong đó phải trả các bên liên quan (Chi tiết tại Thuyết minh số 7.1),Trong đó phải trả các bên liên quan (Chi tiết tại Thuyết minh số 7.1),23.798.049.758,23.798.049.758,28.222.447.432,28.222.447.432,23798049758.0,23798049758.0,28222447432.0,28222447432.0
