row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2023VND,01/01/2023VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2023VND,numeric__01/01/2023VND
A -,A -,A -,TÀI SẢN NGĂN HẠN(100 = 110+120+130+140+150),100,,5.098.502.844.139,4.307.841.748.785,,100.0,,5098502844139.0,4307841748785.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,21.270.671.329,137.237.192.438,,110.0,51.0,21270671329.0,137237192438.0
1.,1.,1.,Tiền,111,,21.270.671.329,122.237.192.438,,111.0,,21270671329.0,122237192438.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,15.000.000.000,,112.0,,,15000000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,6.391.958.287,20.613.032.005,,120.0,,6391958287.0,20613032005.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5.2,6.391.958.287,20.613.032.005,,123.0,52.0,6391958287.0,20613032005.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.403.477.109.632,1.215.197.812.001,,130.0,,2403477109632.0,1215197812001.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,98.763.785.759,176.802.527.902,,131.0,53.0,98763785759.0,176802527902.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,948.294.702.815,52.162.530.940,,132.0,54.0,948294702815.0,52162530940.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,5.5,234.000.000,-,,135.0,55.0,234000000.0,
6.,6.,6.,Phải thu ngắn hạn khác,136,5.6,1.394.679.301.059,1.024.727.433.160,,136.0,56.0,1394679301059.0,1024727433160.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(38.494.680.001),(38.494.680.001),,137.0,57.0,-38494680001.0,-38494680001.0
IV.,IV.,IV.,Hàng tồn kho,140,5.8,2.578.171.441.153,2.896.751.201.021,,140.0,58.0,2578171441153.0,2896751201021.0
1.,1.,1.,Hàng tồn kho,141,,2.578.171.441.153,2.896.751.201.021,,141.0,,2578171441153.0,2896751201021.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,89.191.663.738,38.042.511.320,,150.0,,89191663738.0,38042511320.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,52.172.191.140,38.042.511.320,,151.0,59.0,52172191140.0,38042511320.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,37.019.472.598,-,,152.0,,37019472598.0,
B -,B -,B -,TÀI SẢN DÀI HẠN(200 = 210+220+230+ 240+250+260),200,,4.106.285.245.491,5.311.264.869.258,,200.0,,4106285245491.0,5311264869258.0
