row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,186.989.238.027,(591.561.730.438),1.0,,186989238027.0,-591561730438.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao TSCĐ và BĐSĐT,Điều chỉnh cho các khoản > Khấu hao TSCĐ và BĐSĐT,Khấu hao TSCĐ và BĐSĐT,02,,17.596.144.966,18.117.835.826,2.0,,17596144966.0,18117835826.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,170.647.890.418,637.732.670.221,3.0,,170647890418.0,637732670221.0
"Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Điều chỉnh cho các khoản > Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","Lãi, lỗ các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,(9.765.992.184),(626.113.950),4.0,,-9765992184.0,-626113950.0
"Lãi, lỗ hoạt động đầu tư","Điều chỉnh cho các khoản > Lãi, lỗ hoạt động đầu tư","Lãi, lỗ hoạt động đầu tư",05,,(227.089.380.123),(243.278.793.783),5.0,,-227089380123.0,-243278793783.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,153.551.521.496,173.210.043.152,6.0,,153551521496.0,173210043152.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,291.929.422.600,(6.406.088.972),8.0,,291929422600.0,-6406088972.0
Tăng giảm các khoản phải thu,Điều chỉnh cho các khoản > Tăng giảm các khoản phải thu,Tăng giảm các khoản phải thu,09,,(76.257.550.546),60.635.335.043,9.0,,-76257550546.0,60635335043.0
Tăng giảm hàng tồn kho,Điều chỉnh cho các khoản > Tăng giảm hàng tồn kho,Tăng giảm hàng tồn kho,10,,(2.468.848.691),1.624.242.801,10.0,,-2468848691.0,1624242801.0
"Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,(40.201.898.383),(8.078.768.709),11.0,,-40201898383.0,-8078768709.0
Tăng giảm chi phí trả trước,Điều chỉnh cho các khoản > Tăng giảm chi phí trả trước,Tăng giảm chi phí trả trước,12,,14.475.756,(3.612.119),12.0,,14475756.0,-3612119.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(322.492.144.381),(9.595.156.490),14.0,,-322492144381.0,-9595156490.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,-,(8.729.038.865),15.0,,,-8729038865.0
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(726.084.800),(20.000.000),17.0,,-726084800.0,-20000000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(150.202.628.445),29.426.912.689,20.0,,-150202628445.0,29426912689.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác","Tiền chi để mua sắm, xây dựng TSCĐ và các TS dài hạn khác",21,,-,(38.500.000),21.0,,,-38500000.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(2.590.684.128.753),(1.048.849.845.616),23.0,,-2590684128753.0,-1048849845616.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,2.511.811.903.251,954.737.540.352,24.0,,2511811903251.0,954737540352.0
