row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị VND,31/12/2024 > Dự phòng VND,01/01/2024 > Giá trị VND,01/01/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị VND,numeric__31/12/2024 > Dự phòng VND,numeric__01/01/2024 > Giá trị VND,numeric__01/01/2024 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,713.698.172.323,(547.920.833.866),605.432.291.313,(556.008.979.289),713698172323.0,-547920833866.0,605432291313.0,-556008979289.0
- Phải thu lãi cho vay (1),- Phải thu lãi cho vay (1),- Phải thu lãi cho vay (1),582.117.624.657,(546.728.542.304),600.611.570.536,(556.008.979.289),582117624657.0,-546728542304.0,600611570536.0,-556008979289.0
- Công ty TNHH Đức Long Dung Quát (2),- Công ty TNHH Đức Long Dung Quát (2),- Công ty TNHH Đức Long Dung Quát (2),107.470.200.000,-,-,-,107470200000.0,,,
- Công ty CP BOT và BT Đức Long Đắk Nông (3),- Công ty CP BOT và BT Đức Long Đắk Nông (3),- Công ty CP BOT và BT Đức Long Đắk Nông (3),20.572.500.000,-,-,-,20572500000.0,,,
- Tạm ứng cho nhân viên,- Tạm ứng cho nhân viên,- Tạm ứng cho nhân viên,3.347.726.497,(1.192.291.562),2.715.662.519,-,3347726497.0,-1192291562.0,2715662519.0,
"- Ký quỹ, ký cược ngắn hạn","- Ký quỹ, ký cược ngắn hạn","- Ký quỹ, ký cược ngắn hạn",50.000.000,-,50.000.000,-,50000000.0,,50000000.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,140.121.169,-,2.055.058.258,-,140121169.0,,2055058258.0,
Dài hạn,Dài hạn,Dài hạn,1.268.670.000,-,1.268.670.000,-,1268670000.0,,1268670000.0,
"- Ký quỹ, ký cược dài hạn","- Ký quỹ, ký cược dài hạn","- Ký quỹ, ký cược dài hạn",1.268.670.000,-,1.268.670.000,-,1268670000.0,,1268670000.0,
,,,714.966.842.323,(547.920.833.866),606.700.961.313,(556.008.979.289),714966842323.0,-547920833866.0,606700961313.0,-556008979289.0
Phải thu khác bên liên quan,Phải thu khác bên liên quan,Phải thu khác bên liên quan,35.799.734.053,,-,,35799734053.0,,,
