row_label_raw,row_label_full,col_0,Stock code,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__Stock code,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
,,,Stock code,Original cost,Fair value,Provision,Original cost,Fair value,Provision,,,,,,,
Subsidiaries with over 50% of contributed capital,Subsidiaries with over 50% of contributed capital,Subsidiaries with over 50% of contributed capital,,VND,VND,VND,VND,VND,VND,,,,,,,
- Ba Ria Rubber JSC (2),- Ba Ria Rubber JSC (2),- Ba Ria Rubber JSC (2),BRR,"1,096,524,000,000","1,983,977,424,000",-,"1,096,524,000,000","2,083,395,600,000",-,,,,,,,
- Tan Bien Rubber JSC (2),- Tan Bien Rubber JSC (2),- Tan Bien Rubber JSC (2),RTB,"865,905,530,000","2,470,428,477,090",-,"865,905,530,000","2,363,922,096,900",-,,,,,,,
- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,- VRG - Bao Loc JSC,,"245,618,689,229",,-,"245,618,689,229",,-,,,,,,,
- MDF Geruco Quang Tri Wood JSC,- MDF Geruco Quang Tri Wood JSC,- MDF Geruco Quang Tri Wood JSC,MDF,"303,951,362,000",,-,"303,951,362,000",,-,,,,,,,
- Geruco Song Con Hydro Power JSC,- Geruco Song Con Hydro Power JSC,- Geruco Song Con Hydro Power JSC,,"191,250,000,000",,-,"191,250,000,000",,-,,,,,,,
- Rubber Industry and Import-Export JSC,- Rubber Industry and Import-Export JSC,- Rubber Industry and Import-Export JSC,RBC,"89,540,605,515",,-,"89,540,605,515",,-,,,,,,,
- VRG - Phu Yen JSC,- VRG - Phu Yen JSC,- VRG - Phu Yen JSC,,"269,179,671,747",,"(55,719,382,775)","269,179,671,747",,"(42,875,419,975)",,,,,,,
- VRG - Dak Nong JSC,- VRG - Dak Nong JSC,- VRG - Dak Nong JSC,,"206,085,048,366",,-,"206,085,048,366",,-,,,,,,,
- Geru Star Sport JSC,- Geru Star Sport JSC,- Geru Star Sport JSC,GER,"6,232,160,000",,"(397,289,954)","6,232,160,000",,"(883,991,196)",,,,,,,
- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,,"404,916,761,911",,-,"404,916,761,911",,-,,,,,,,
- Son La Rubber JSC,- Son La Rubber JSC,- Son La Rubber JSC,,"723,532,016,495",,"(44,102,277,698)","723,532,016,495",,"(48,785,213,012)",,,,,,,
- Tay Ninh Rubber JSC (1),- Tay Ninh Rubber JSC (1),- Tay Ninh Rubber JSC (1),TRC,"390,600,000,000","1,386,000,000,000",-,"390,600,000,000","968,400,000,000",-,,,,,,,
- Dong Phu Rubber JSC (1),- Dong Phu Rubber JSC (1),- Dong Phu Rubber JSC (1),DPR,"840,000,000,000","1,824,000,000,000",-,"840,000,000,000","1,862,400,000,000",-,,,,,,,
- Rubber Engineering JSC,- Rubber Engineering JSC,- Rubber Engineering JSC,,"19,442,138,245",,-,"19,442,138,245",,-,,,,,,,
- Ha Giang Rubber JSC,- Ha Giang Rubber JSC,- Ha Giang Rubber JSC,,"283,548,428,712",,"(4,873,455,380)","283,548,428,712",,"(5,172,193,389)",,,,,,,
- Quasa Geruco JSC,- Quasa Geruco JSC,- Quasa Geruco JSC,,"602,466,033,379",,"(312,503,630,333)","602,466,062,679",,"(351,333,485,911)",,,,,,,
