row_label_raw,row_label_full,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
VND,VND,VND,VND,VND,VND,,,
897.066.485.884,VND > 897.066.485.884,897.066.485.884,(17.846.896.054),1.100.142.508.716,(14.723.218.660),-17846896054.0,1100142508716.0,-14723218660.0
6.922.169.876,VND > 6.922.169.876,6.922.169.876,-,6.922.169.876,-,,6922169876.0,
33.598.734.660,VND > 33.598.734.660,33.598.734.660,(8.752.000.000),117.144.000.000,(8.752.000.000),-8752000000.0,117144000000.0,-8752000000.0
68.708.162.327,VND > 68.708.162.327,68.708.162.327,(8.558.571.568),65.174.241.222,(5.712.841.289),-8558571568.0,65174241222.0,-5712841289.0
1.836.799.075,VND > 1.836.799.075,1.836.799.075,(536.324.486),2.050.657.742,(258.377.371),-536324486.0,2050657742.0,-258377371.0
630.573.898.360,VND > 630.573.898.360,630.573.898.360,-,757.576.415.487,-,,757576415487.0,
465.000.000,VND > 465.000.000,465.000.000,-,1.838.856.649,-,,1838856649.0,
47.380.407.951,VND > 47.380.407.951,47.380.407.951,-,41.653.761.551,-,,41653761551.0,
107.581.313.635,VND > 107.581.313.635,107.581.313.635,-,107.782.406.189,-,,107782406189.0,
5.436.458.049,VND > 5.436.458.049,5.436.458.049,(3.954.598.795),5.730.685.812,-,-3954598795.0,5730685812.0,
2.697.168.577,VND > 2.697.168.577,2.697.168.577,(2.697.168.577),2.697.168.577,-,-2697168577.0,2697168577.0,
1.481.859.254,VND > 1.481.859.254,1.481.859.254,-,1.651.273.441,-,,1651273441.0,
1.257.430.218,VND > 1.257.430.218,1.257.430.218,(1.257.430.218),1.382.243.794,-,-1257430218.0,1382243794.0,
902.502.943.933,VND > 902.502.943.933,902.502.943.933,(21.801.494.849),1.105.873.194.528,(14.723.218.660),-21801494849.0,1105873194528.0,-14723218660.0
18.250.000.000,18.250.000.000,18.250.000.000,-,-,-,,,
2.242.975.580.231,18.250.000.000 > 2.242.975.580.231,2.242.975.580.231,-,2.304.428.216.562,-,,2304428216562.0,
1.600.000.000,18.250.000.000 > 1.600.000.000,1.600.000.000,-,3.200.000.000,-,,3200000000.0,
2.262.825.580.231,18.250.000.000 > 2.262.825.580.231,2.262.825.580.231,-,2.307.628.216.562,-,,2307628216562.0,
3.017.833.592.170,18.250.000.000 > 3.017.833.592.170,3.017.833.592.170,(7.439.496.345),3.300.146.977.817,(4.315.818.951),-7439496345.0,3300146977817.0,-4315818951.0
