row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
300,300,300,C. NỘ PHẢI TRẢ,,430.886.823.367,892.138.725.658,,,430886823367.0,892138725658.0
310,310,310,I. Nợ ngắn hạn,,413.354.949.188,875.921.815.420,,,413354949188.0,875921815420.0
311,311,311,1. Phải trả người bán ngắn hạn,14,103.512.343.469,233.666.566.780,,14.0,103512343469.0,233666566780.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16,149.191.602.333,353.295.544.635,,16.0,149191602333.0,353295544635.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,15,2.662.979.803,378.806.121,,15.0,2662979803.0,378806121.0
314,314,314,4. Phải trả người lao động,,42.855.383.873,57.036.448.537,,,42855383873.0,57036448537.0
315,315,315,5. Chi phí phải trả ngắn hạn,17,10.570.693.231,6.144.102.975,,17.0,10570693231.0,6144102975.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,,-,74.280.937,,,,74280937.0
319,319,319,7. Phải trả ngắn hạn khác,18,28.421.441.071,129.284.798.334,,18.0,28421441071.0,129284798334.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,13,-,31.514.615.897,,13.0,,31514615897.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,76.140.505.408,64.526.651.204,,,76140505408.0,64526651204.0
330,330,330,II. Nợ dài hạn,,17.531.874.179,16.216.910.238,,,17531874179.0,16216910238.0
337,337,337,1. Phải trả dài hạn khác,18,17.531.874.179,16.216.910.238,,18.0,17531874179.0,16216910238.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,45.384.023.224.038,44.529.492.179.837,,,45384023224038.0,44529492179837.0
410,410,410,I. Vốn chủ sở hữu,19,45.384.023.224.038,44.529.492.179.837,,19.0,45384023224038.0,44529492179837.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,40.000.000.000.000,40.000.000.000.000,,,40000000000000.0,40000000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,2.880.666.221.105,2.175.960.529.282,,,2880666221105.0,2175960529282.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,2.503.357.002.933,2.353.531.650.555,,,2503357002933.0,2353531650555.0
421b,421b,421b,- LNST chưa phân phối năm nay,,2.503.357.002.933,2.353.531.650.555,,,2503357002933.0,2353531650555.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,45.814.910.047.405,45.421.630.905.495,,,45814910047405.0,45421630905495.0
