row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trịcó thể thu hồi,01/01/2025 > Giá gốc,01/01/2025 > Giá trịcó thể thu hồi,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trịcó thể thu hồi,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trịcó thể thu hồi
,,,VND,VND,VND,VND,,,,
Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,Các đối tượng tại Văn phòng Tập đoàn,,,,
+ Công ty Cổ phần GỗMDF VRG Kiên Giang,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần GỗMDF VRG Kiên Giang,+ Công ty Cổ phần GỗMDF VRG Kiên Giang,181.362.095.404,-,181.362.095.404,-,181362095404.0,,181362095404.0,
+ Công ty Cổ phần Cao suPhú Riếng Kratie,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Cao suPhú Riếng Kratie,+ Công ty Cổ phần Cao suPhú Riếng Kratie,92.278.244.169,-,92.278.244.169,-,92278244169.0,,92278244169.0,
+ Công ty TNHH MTVCao su Hương Khê HàTĩnh,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTVCao su Hương Khê HàTĩnh,+ Công ty TNHH MTVCao su Hương Khê HàTĩnh,83.267.971.243,21.250.373.469,80.417.287.483,37.150.483.761,83267971243.0,21250373469.0,80417287483.0,37150483761.0
+ Công ty Cổ phần Đầu tuva Địch vụ Sao Kim,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Đầu tuva Địch vụ Sao Kim,+ Công ty Cổ phần Đầu tuva Địch vụ Sao Kim,26.927.521.922,6.648.718.715,26.927.521.922,14.938.890.579,26927521922.0,6648718715.0,26927521922.0,14938890579.0
+ Công ty Cổ phần Chứngkhoán Cao su(Nay là Công ty Cổ phầnChứng khoán Delta),Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Chứngkhoán Cao su(Nay là Công ty Cổ phầnChứng khoán Delta),+ Công ty Cổ phần Chứngkhoán Cao su(Nay là Công ty Cổ phầnChứng khoán Delta),9.184.524.709,-,9.184.524.709,-,9184524709.0,,9184524709.0,
+ Công ty Cổ phần Đầu tuXây dựng Cao su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Đầu tuXây dựng Cao su,+ Công ty Cổ phần Đầu tuXây dựng Cao su,8.752.000.000,-,8.752.000.000,-,8752000000.0,,8752000000.0,
+ Công ty Cổ phần Xây dựng - Địa ốc Cao Su,Các đối tượng tại Văn phòng Tập đoàn > + Công ty Cổ phần Xây dựng - Địa ốc Cao Su,+ Công ty Cổ phần Xây dựng - Địa ốc Cao Su,570.964.000,-,570.964.000,-,570964000.0,,570964000.0,
+ Công ty TNHH MTVCao su Quảng Ngãi,Các đối tượng tại Văn phòng Tập đoàn > + Công ty TNHH MTVCao su Quảng Ngãi,+ Công ty TNHH MTVCao su Quảng Ngãi,2.230.138.094,1.025.612.489,1.784.967.369,1.204.863.533,2230138094.0,1025612489.0,1784967369.0,1204863533.0
Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \),,,,
+ Các khách hàng cho vay,Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khách hàng cho vay,+ Các khách hàng cho vay,653.557.336.215,326.336.704.780,672.107.391.936,341.035.318.780,653557336215.0,326336704780.0,672107391936.0,341035318780.0
+ Các khoản cho vay theohình thức Repo cổ phiếu\( ^{(2)} \),Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các khoản cho vay theohình thức Repo cổ phiếu\( ^{(2)} \),+ Các khoản cho vay theohình thức Repo cổ phiếu\( ^{(2)} \),51.616.359.215,8.880.300.000,51.676.359.215,6.097.300.000,51616359215.0,8880300000.0,51676359215.0,6097300000.0
+ Các đối tượng khác,Các đối tượng sáp nhập từ Công ty Tài chính TNHH MTV Cao su Việt Nam\( ^{(1)} \) > + Các đối tượng khác,+ Các đối tượng khác,3.954.598.795,-,-,-,3954598795.0,,,
,,,1.113.701.753.766,364.141.709.453,1.125.061.356.207,400.426.856.653,1113701753766.0,364141709453.0,1125061356207.0,400426856653.0
