row_label_raw,row_label_full,col_0,Tỷ lệ(%),Số tiềnVND,numeric__Tỷ lệ(%),numeric__Số tiềnVND
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,"100,00",2.353.531.650.555,100.0,2353531650555.0
Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,"29,94",704.705.691.823,29.94,704705691823.0
"Trích Quỹ khen thưởng, phúc lợi, Quỹ khen thưởng Ban điều hành","Trích Quỹ khen thưởng, phúc lợi, Quỹ khen thưởng Ban điều hành","Trích Quỹ khen thưởng, phúc lợi, Quỹ khen thưởng Ban điều hành","2,07",48.825.958.732,2.07,48825958732.0
"Chi trả cổ tức (tỷ lệ chi trả: 4,0% vốn điều lệ)","Chi trả cổ tức (tỷ lệ chi trả: 4,0% vốn điều lệ)","Chi trả cổ tức (tỷ lệ chi trả: 4,0% vốn điều lệ)","67,98",1.600.000.000.000,67.98,1600000000000.0
