row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Cộng
,,,VND,VND,VND,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,11.109.585.388,10.745.977.222,21.855.562.610,11109585388.0,10745977222.0,21855562610.0
- Mua trong năm,Nguyên giá > - Mua trong năm,- Mua trong năm,-,84.102.564,84.102.564,,84102564.0,84102564.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,11.109.585.388,10.830.079.786,21.939.665.174,11109585388.0,10830079786.0,21939665174.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,-,10.256.471.240,10.256.471.240,,10256471240.0,10256471240.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,-,282.102.888,282.102.888,,282102888.0,282102888.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,-,10.538.574.128,10.538.574.128,,10538574128.0,10538574128.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,11.109.585.388,489.505.982,11.599.091.370,11109585388.0,489505982.0,11599091370.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,11.109.585.388,291.505.658,11.401.091.046,11109585388.0,291505658.0,11401091046.0
