row_label_raw,row_label_full,Khoản phải trả tại Văn phòng Tập đoàn,12.442.658.002,113.343.115.265,numeric__12.442.658.002,numeric__113.343.115.265
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,151.556.834,106.470.369,151556834.0,106470369.0
- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,1,-,1.0,
- Phải trả về lợi nhuận tập trung,- Phải trả về lợi nhuận tập trung,- Phải trả về lợi nhuận tập trung,-,25.592.194.034,,25592194034.0
- Phải trả tiền xuất khẩu ủy thác mù cao su,- Phải trả tiền xuất khẩu ủy thác mù cao su,- Phải trả tiền xuất khẩu ủy thác mù cao su,-,4.113.583.501,,4113583501.0
- Phải trả về cổ phần hoá,- Phải trả về cổ phần hoá,- Phải trả về cổ phần hoá,-,75.109.000.000,,75109000000.0
- Phải trả về cổ tức,- Phải trả về cổ tức,- Phải trả về cổ tức,857.870.692,758.789.312,857870692.0,758789312.0
- Phải trả khác,- Phải trả khác,- Phải trả khác,11.136.216.813,7.663.078.049,11136216813.0,7663078049.0
