row_label_raw,row_label_full,col_0,Relation,Year 2025,Year 2024,numeric__Relation,numeric__Year 2025,numeric__Year 2024
,,,Relation,VND,VND,,,
"Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)","Purchasing goods, services (continued)",,,
- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,- Lai Chau Rubber JSC,Subsidiary,"267,756,234,268","235,799,434,500",,,
- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,- Lai Chau II Rubber JSC,Subsidiary,"125,360,991,659","106,685,815,250",,,
- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,Subsidiary,"45,981,264,000","16,567,488,000",,,
- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,- Sa Thay Rubber JSC,Subsidiary,"91,800,386,545","85,279,061,398",,,
- Son La Rubber JSC,- Son La Rubber JSC,- Son La Rubber JSC,Subsidiary,"174,025,597,389","95,842,740,000",,,
- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,- Tay Ninh Rubber JSC,Subsidiary,"15,921,570,000","43,335,254,000",,,
- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,- Yen Bai Rubber JSC,Subsidiary,"15,709,758,750","32,933,796,000",,,
- Viet Lao Rubber JSC,- Viet Lao Rubber JSC,- Viet Lao Rubber JSC,Group member,"44,115,955,800","99,519,750,750",,,
"- Lao Quasa - Geruco Joint Stock Co., Ltd","- Lao Quasa - Geruco Joint Stock Co., Ltd","- Lao Quasa - Geruco Joint Stock Co., Ltd",Group member,"64,450,394,400","89,058,114,075",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"4,276,020,000","18,019,161,000",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,-,"82,970,496,000",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"18,935,758,000","24,225,560,000",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"4,998,000,000","34,051,765,746",,,
"- Chumomray Rubber Co., Ltd","- Chumomray Rubber Co., Ltd","- Chumomray Rubber Co., Ltd",Group member,"56,576,438,350","92,754,403,521",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,-,"29,631,000,000",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"47,685,100,000","100,820,868,000",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"37,626,534,942","64,494,974,495",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"110,038,378,154","86,940,997,723",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"94,804,675,488","109,392,633,000",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"17,614,716,000","35,222,750,000",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"76,713,010,000","120,226,074,000",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,-,"12,660,480,000",,,
"- Nam Giang - Quang Nam Rubber Co., Ltd","- Nam Giang - Quang Nam Rubber Co., Ltd","- Nam Giang - Quang Nam Rubber Co., Ltd",Subsidiary,"116,982,735,611","1,590,624,000",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"18,024,888,000","149,769,979,800",,,
"- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd",Subsidiary,"95,843,464,873","110,201,722,236",,,
"- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd",Subsidiary,"1,281,696,500",-,,,
"- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd",Subsidiary,"78,743,890,750","42,512,400,000",,,
- Dau Tieng Viet Lao Rubber JSC,- Dau Tieng Viet Lao Rubber JSC,- Dau Tieng Viet Lao Rubber JSC,Group member,"53,952,722,251","135,738,986,805",,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"137,067,694,425","133,053,451,264",,,
"- Ba Ria Kampong Thom Aphivath Caoutchouc Co., Ltd","- Ba Ria Kampong Thom Aphivath Caoutchouc Co., Ltd","- Ba Ria Kampong Thom Aphivath Caoutchouc Co., Ltd",Group member,-,"52,073,424,513",,,
"- Caoutchouc Mekong Co., Ltd","- Caoutchouc Mekong Co., Ltd","- Caoutchouc Mekong Co., Ltd",Group member,"27,052,893,504","23,188,520,880",,,
