row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21,3.416.522.162.464,2.939.171.435.996,,21.0,3416522162464.0,2939171435996.0
02,02,02,2. Các khoản giảm trừ doanh thu,22,1.141.802.027,900.367.242,,22.0,1141802027.0,900367242.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,3.415.380.360.437,2.938.271.068.754,,,3415380360437.0,2938271068754.0
11,11,11,4. Giá vốn hàng bán,23,3.314.683.307.861,2.833.459.993.333,,23.0,3314683307861.0,2833459993333.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,100.697.052.576,104.811.075.421,,,100697052576.0,104811075421.0
21,21,21,6. Doanh thu hoạt động tài chính,24,2.882.882.962.687,2.325.266.604.496,,24.0,2882882962687.0,2325266604496.0
22,22,22,7. Chi phí tài chính,25,195.102.045.499,(177.428.060.490),,25.0,195102045499.0,-177428060490.0
23,23,23,Trong đó: Chi phí lãi vay,,1.215.685.062,3.820.114.200,,,1215685062.0,3820114200.0
25,25,25,8. Chi phí bán hàng,26,14.540.746.058,10.505.751.203,,26.0,14540746058.0,10505751203.0
26,26,26,9. Chi phí quản lý doanh nghiệp,27,276.919.256.597,246.195.808.157,,27.0,276919256597.0,246195808157.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,2.497.017.967.109,2.350.804.181.047,,,2497017967109.0,2350804181047.0
31,31,31,11. Thu nhập khác,28,6.339.091.095,7.669.851.408,,28.0,6339091095.0,7669851408.0
32,32,32,12. Chi phí khác,29,55.271,4.942.381.900,,29.0,55271.0,4942381900.0
40,40,40,13. Lợi nhuận khác,,6.339.035.824,2.727.469.508,,,6339035824.0,2727469508.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,2.503.357.002.933,2.353.531.650.555,,,2503357002933.0,2353531650555.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,30,,,,30.0,,
60,60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,2.503.357.002.933,2.353.531.650.555,,,2503357002933.0,2353531650555.0
