row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,82.846.384.939,82.846.384.939,221.544.397.241,221.544.397.241,82846384939.0,82846384939.0,221544397241.0,221544397241.0
- Công ty Cổ phần Cao su Lai Châu,- Công ty Cổ phần Cao su Lai Châu,- Công ty Cổ phần Cao su Lai Châu,41.158.530.000,41.158.530.000,11.346.930.000,11.346.930.000,41158530000.0,41158530000.0,11346930000.0,11346930000.0
"- Caoutchouc Mekong Co., Ltd","- Caoutchouc Mekong Co., Ltd","- Caoutchouc Mekong Co., Ltd",18.292.555.008,18.292.555.008,-,-,18292555008.0,18292555008.0,,
"- Tan Bien - Kampong Thom Aphivath Caoutchouc Co., Ltd","- Tan Bien - Kampong Thom Aphivath Caoutchouc Co., Ltd","- Tan Bien - Kampong Thom Aphivath Caoutchouc Co., Ltd",10.358.247.900,10.358.247.900,-,-,10358247900.0,10358247900.0,,
"- Krongbuk Ratanakiri Aphivath Caoutchouc Co., Ltd","- Krongbuk Ratanakiri Aphivath Caoutchouc Co., Ltd","- Krongbuk Ratanakiri Aphivath Caoutchouc Co., Ltd",9.527.372.400,9.527.372.400,-,-,9527372400.0,9527372400.0,,
- Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV cao su Dầu Tiếng,3.200.385.600,3.200.385.600,24.699.276.000,24.699.276.000,3200385600.0,3200385600.0,24699276000.0,24699276000.0
- Công ty TNHH MTV cao su Phú Riềng,- Công ty TNHH MTV cao su Phú Riềng,- Công ty TNHH MTV cao su Phú Riềng,-,-,66.672.981.900,66.672.981.900,,,66672981900.0,66672981900.0
- Công ty TNHH Cao su Việt Lào,- Công ty TNHH Cao su Việt Lào,- Công ty TNHH Cao su Việt Lào,-,-,64.187.305.875,64.187.305.875,,,64187305875.0,64187305875.0
- Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,-,-,22.294.569.413,22.294.569.413,,,22294569413.0,22294569413.0
- Công ty TNHH Cổ phần Quasa - Geruco Lào,- Công ty TNHH Cổ phần Quasa - Geruco Lào,- Công ty TNHH Cổ phần Quasa - Geruco Lào,-,-,15.252.030.675,15.252.030.675,,,15252030675.0,15252030675.0
"- Hoang Anh Mang Yang K.Apivath Caoutchouc Co., Ltd","- Hoang Anh Mang Yang K.Apivath Caoutchouc Co., Ltd","- Hoang Anh Mang Yang K.Apivath Caoutchouc Co., Ltd",-,-,6.061.672.737,6.061.672.737,,,6061672737.0,6061672737.0
- Các bên liên quan khác,- Các bên liên quan khác,- Các bên liên quan khác,309.294.031,309.294.031,11.029.630.641,11.029.630.641,309294031.0,309294031.0,11029630641.0,11029630641.0
Bên khác,Bên khác,Bên khác,20.665.958.530,20.665.958.530,12.122.169.539,12.122.169.539,20665958530.0,20665958530.0,12122169539.0,12122169539.0
- Công ty TNHH Du lịch Khanh,- Công ty TNHH Du lịch Khanh,- Công ty TNHH Du lịch Khanh,1.637.759.000,1.637.759.000,1.835.163.000,1.835.163.000,1637759000.0,1637759000.0,1835163000.0,1835163000.0
- Báo Tuổi trẻ,- Báo Tuổi trẻ,- Báo Tuổi trẻ,500.000.000,500.000.000,1.000.000.000,1.000.000.000,500000000.0,500000000.0,1000000000.0,1000000000.0
- Trung-Tâm Lưu Trữ Quốc Gia II,- Trung-Tâm Lưu Trữ Quốc Gia II,- Trung-Tâm Lưu Trữ Quốc Gia II,2.807.730.108,2.807.730.108,-,-,2807730108.0,2807730108.0,,
- Xí nghiệp Xây dựng và Sửa chữa nhà,- Xí nghiệp Xây dựng và Sửa chữa nhà,- Xí nghiệp Xây dựng và Sửa chữa nhà,2.358.495.697,2.358.495.697,-,-,2358495697.0,2358495697.0,,
- Phải trả người bán khác,- Phải trả người bán khác,- Phải trả người bán khác,13.361.973.725,13.361.973.725,9.287.006.539,9.287.006.539,13361973725.0,13361973725.0,9287006539.0,9287006539.0
,,,103.512.343.469,103.512.343.469,233.666.566.780,233.666.566.780,103512343469.0,103512343469.0,233666566780.0,233666566780.0
