row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2025 > Giá gốc,31/12/2025 > Giá trị hợp lý,31/12/2025 > Dự phòng,01/01/2025 > Giá gốc,01/01/2025 > Giá trị hợp lý,01/01/2025 > Dự phòng,numeric__Mã chứng khoán,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị hợp lý,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị hợp lý,numeric__01/01/2025 > Dự phòng
Công ty con đầu tư trên 50% vốn,Công ty con đầu tư trên 50% vốn,Công ty con đầu tư trên 50% vốn,,VND,VND,VND,VND,VND,VND,,,,,,,
- Công ty Cổ phần Cao su Bà Rịa (2),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Bà Rịa (2),- Công ty Cổ phần Cao su Bà Rịa (2),BRR,1.096.524.000.000,1.983.977.424.000,-,1.096.524.000.000,2.083.395.600.000,-,,1096524000000.0,1983977424000.0,,1096524000000.0,2083395600000.0,
- Công ty Cổ phần Cao su Tân Biên (2),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Tân Biên (2),- Công ty Cổ phần Cao su Tân Biên (2),RTB,865.905.530.000,2.470.428.477.090,-,865.905.530.000,2.363.922.096.900,-,,865905530000.0,2470428477090.0,,865905530000.0,2363922096900.0,
- Công ty Cổ phần VRG - Bảo Lộc,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,,245.618.689.229,,-,245.618.689.229,,-,,245618689229.0,,,245618689229.0,,
- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,MDF,303.951.362.000,,-,303.951.362.000,,-,,303951362000.0,,,303951362000.0,,
- Công ty Cổ phần Thủy điện Geruco Sông Côn,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Thủy điện Geruco Sông Côn,- Công ty Cổ phần Thủy điện Geruco Sông Côn,,191.250.000.000,,-,191.250.000.000,,-,,191250000000.0,,,191250000000.0,,
- Công ty Cổ phần Công nghiệp và Xuất nhập khẩu Cao su,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Công nghiệp và Xuất nhập khẩu Cao su,- Công ty Cổ phần Công nghiệp và Xuất nhập khẩu Cao su,RBC,89.540.605.515,,-,89.540.605.515,,-,,89540605515.0,,,89540605515.0,,
- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,,269.179.671.747,,(55.719.382.775),269.179.671.747,,(42.875.419.975),,269179671747.0,,-55719382775.0,269179671747.0,,-42875419975.0
- Công ty Cổ phần VRG - Đắk Nông,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần VRG - Đắk Nông,- Công ty Cổ phần VRG - Đắk Nông,,206.085.048.366,,-,206.085.048.366,,-,,206085048366.0,,,206085048366.0,,
- Công ty Cổ phần Thế thao Ngõi sao Geru,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Thế thao Ngõi sao Geru,- Công ty Cổ phần Thế thao Ngõi sao Geru,GER,6.232.160.000,,(397.289.954),6.232.160.000,,(883.991.196),,6232160000.0,,-397289954.0,6232160000.0,,-883991196.0
- Công ty Cổ phần Cao su Sa Thầy,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,,404.916.761.911,,-,404.916.761.911,,-,,404916761911.0,,,404916761911.0,,
- Công ty Cổ phần Cao su Sơn La,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Sơn La,- Công ty Cổ phần Cao su Sơn La,,723.532.016.495,,(44.102.277.698),723.532.016.495,,(48.785.213.012),,723532016495.0,,-44102277698.0,723532016495.0,,-48785213012.0
- Công ty Cổ phần Cao su Tây Ninh (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Tây Ninh (1),- Công ty Cổ phần Cao su Tây Ninh (1),TRC,390.600.000.000,1.386.000.000.000,-,390.600.000.000,968.400.000.000,-,,390600000000.0,1386000000000.0,,390600000000.0,968400000000.0,
- Công ty Cổ phần Cao su Đồng Phú (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Đồng Phú (1),- Công ty Cổ phần Cao su Đồng Phú (1),DPR,840.000.000.000,1.824.000.000.000,-,840.000.000.000,1.862.400.000.000,-,,840000000000.0,1824000000000.0,,840000000000.0,1862400000000.0,
- Công ty Cổ phần Cơ khí Cao su,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cơ khí Cao su,- Công ty Cổ phần Cơ khí Cao su,,19.442.138.245,,-,19.442.138.245,,-,,19442138245.0,,,19442138245.0,,
- Công ty Cổ phần Cao su Hà Giang,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Hà Giang,- Công ty Cổ phần Cao su Hà Giang,,283.548.428.712,,(4.873.455.380),283.548.428.712,,(5.172.193.389),,283548428712.0,,-4873455380.0,283548428712.0,,-5172193389.0
- Công ty Cổ phần Quasa Geruco,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Quasa Geruco,- Công ty Cổ phần Quasa Geruco,,602.466.033.379,,(312.503.630.333),602.466.062.679,,(351.333.485.911),,602466033379.0,,-312503630333.0,602466062679.0,,-351333485911.0
- Công ty Cổ phần Cao su Lai Châu,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Lai Châu,- Công ty Cổ phần Cao su Lai Châu,,837.737.046.488,,-,837.737.046.488,,-,,837737046488.0,,,837737046488.0,,
- Công ty Cổ phần Cao su Điện Biên,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Điện Biên,- Công ty Cổ phần Cao su Điện Biên,,420.686.216.787,,-,420.686.216.787,,-,,420686216787.0,,,420686216787.0,,
- Công ty Cổ phần Cao su Phước Hòa (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Phước Hòa (1),- Công ty Cổ phần Cao su Phước Hòa (1),PHR,1.126.494.844.800,5.280.444.585.000,-,1.126.494.844.800,4.802.045.332.000,-,,1126494844800.0,5280444585000.0,,1126494844800.0,4802045332000.0,
- Công ty Cổ phần Cao su Lai Châu II,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Lai Châu II,- Công ty Cổ phần Cao su Lai Châu II,,670.092.314.721,,(15.347.990.080),670.092.314.721,,(7.850.313.932),,670092314721.0,,-15347990080.0,670092314721.0,,-7850313932.0
- Công ty Cổ phần Cao su Yên Bái,Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Yên Bái,- Công ty Cổ phần Cao su Yên Bái,,349.410.546.000,,(14.886.686.439),349.410.546.000,,(2.194.635.859),,349410546000.0,,-14886686439.0,349410546000.0,,-2194635859.0
- Công ty Cổ phần Cao su Hòa Bình (1),Công ty con đầu tư trên 50% vốn > - Công ty Cổ phần Cao su Hòa Bình (1),- Công ty Cổ phần Cao su Hòa Bình (1),HRC,502.951.680.000,492.307.200.000,-,502.951.680.000,681.912.000.000,-,,502951680000.0,492307200000.0,,502951680000.0,681912000000.0,
