row_label_raw,row_label_full,col_0,col_1,31/12/2025,01/01/2025,numeric__col_1,numeric__31/12/2025,numeric__01/01/2025
b),b),b),Long-term,VND,VND,,,
b.1),b.1),b.1),Detailed by contents,,,,,
,,,"- Long-term deposits, collateral received","6,098,153,179","4,783,189,238",,,
,,,- Entrusted capital contribution to VRG - Dak Nong JSC,"11,433,721,000","11,433,721,000",,,
,,,,"17,531,874,179","16,216,910,238",,,
b.2),b.2),b.2),Detailed by objects,,,,,
,,,Other parties,,,,,
,,,- Venus Investment and Service Corporation,-,"3,500,006,517",,,
,,,- Circo Services JSC,"4,329,288,000",-,,,
,,,- Others,"13,202,586,179","12,716,903,721",,,
,,,,"17,531,874,179","16,216,910,238",,,
