row_label_raw,row_label_full,col_0,Relation,31/12/2025,01/01/2025,numeric__Relation,numeric__31/12/2025,numeric__01/01/2025
,,,Relation,VND,VND,,,
Receivables from advance to operating capital,Receivables from advance to operating capital,Receivables from advance to operating capital,Receivables from advance to operating capital,"8,522,169,876","10,122,169,876",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"6,922,169,876","6,922,169,876",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"1,600,000,000","3,200,000,000",,,
Receivables from advances for investment capital,Receivables from advances for investment capital,Receivables from advances for investment capital,Receivables from advances for investment capital,"2,242,975,580,231","2,304,428,216,562",,,
"- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd",Subsidiary,"524,552,659,475","524,552,659,475",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"277,607,996,594","277,607,996,594",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"213,738,989,400","213,738,989,400",,,
"- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd","- Quang Nam Rubber Co., Ltd",Subsidiary,"208,473,485,195","212,167,758,113",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"153,947,926,443","153,947,926,443",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"153,283,653,523","153,283,653,523",,,
"- Nam Giang - Quang Nam Rubber Co., Ltd","- Nam Giang - Quang Nam Rubber Co., Ltd","- Nam Giang - Quang Nam Rubber Co., Ltd",Subsidiary,"114,081,103,388","136,014,845,658",,,
