row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2025,01/01/2025,numeric__Mối quan hệ,numeric__31/12/2025,numeric__01/01/2025
,,,Mối quan hệ,VND,VND,,,
Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh,,8.522.169.876,10.122.169.876,,8522169876.0,10122169876.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,6.922.169.876,6.922.169.876,,6922169876.0,6922169876.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,1.600.000.000,3.200.000.000,,1600000000.0,3200000000.0
Phải thu về tạm ứng tiền tạm ứng vốn đầu tư,Phải thu về tạm ứng tiền tạm ứng vốn đầu tư,Phải thu về tạm ứng tiền tạm ứng vốn đầu tư,,2.242.975.580.231,2.304.428.216.562,,2242975580231.0,2304428216562.0
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,Công ty con,524.552.659.475,524.552.659.475,,524552659475.0,524552659475.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,277.607.996.594,277.607.996.594,,277607996594.0,277607996594.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,213.738.989.400,213.738.989.400,,213738989400.0,213738989400.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,208.473.485.195,212.167.758.113,,208473485195.0,212167758113.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,153.947.926.443,153.947.926.443,,153947926443.0,153947926443.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,153.283.653.523,153.283.653.523,,153283653523.0,153283653523.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,114.081.103.388,136.014.845.658,,114081103388.0,136014845658.0
