row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 > VND,Năm 2024 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 > VND,numeric__Năm 2024 > VND
,,,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,"1. Tiền thu từ bán hàng, cung cấp dịch vụ và doanh thu khác",3.358.683.992.078,3.448.910.834.740,,,3358683992078.0,3448910834740.0,
02,02,02,2. Tiền chi trả cho người cung cấp hàng hóa và dịch vụ,(3.613.940.339.759),(3.576.970.025.581),,,-3613940339759.0,-3576970025581.0,
03,03,03,3. Tiền chi trả cho người lao động,(144.315.925.823),(80.910.763.473),,,-144315925823.0,-80910763473.0,
04,04,04,4. Tiền lãi vay đã trả,(1.701.850.537),(4.528.877.911),,,-1701850537.0,-4528877911.0,
06,06,06,5. Tiền thu khác từ hoạt động kinh doanh,149.796.936.043,156.044.572.179,,,149796936043.0,156044572179.0,
07,07,07,6. Tiền chi khác cho hoạt động kinh doanh,(292.342.468.816),(230.139.269.104),,,-292342468816.0,-230139269104.0,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(543.819.656.814),(287.593.529.150),,,-543819656814.0,-287593529150.0,
,,,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",(10.759.786.794),(11.252.163.821),,,-10759786794.0,-11252163821.0,
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",-,1.610.885.183,,,,1610885183.0,
23,23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",(5.175.211.682.062),(5.586.474.689.594),,,-5175211682062.0,-5586474689594.0,
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",4.998.555.005.661,4.340.505.819.459,,,4998555005661.0,4340505819459.0,
26,26,26,5. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,29.300,-,,,29300.0,,
27,27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",3.061.167.865.813,2.574.035.862.678,,,3061167865813.0,2574035862678.0,
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,2.873.751.431.918,1.318.425.713.905,,,2873751431918.0,1318425713905.0,
,,,III. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
34,34,34,1. Tiền trả nợ gốc vay,(31.514.615.897),(31.514.615.908),,,-31514615897.0,-31514615908.0,
36,36,36,"2. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",(1.599.900.918.620),(1.199.875.455.265),,,-1599900918620.0,-1199875455265.0,
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,(1.631.415.534.517),(1.231.390.071.173),,,-1631415534517.0,-1231390071173.0,
50,50,50,Lưu chuyển tiền thuần trong năm,698.516.240.587,(200.557.886.418),,,698516240587.0,-200557886418.0,
60,60,60,Tiền và tương đương tiền đầu năm,605.210.723.572,805.500.772.847,,,605210723572.0,805500772847.0,
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,39.116.405,267.837.143,,,39116405.0,267837143.0,
70,70,70,Tiền và tương đương tiền cuối năm,3,1.303.766.080.564,605.210.723.572,,3.0,1303766080564.0,605210723572.0
