row_label_raw,row_label_full,Code,ITEMS,Note,Year 2025,Year 2024,numeric__ITEMS,numeric__Note,numeric__Year 2025,numeric__Year 2024
Code,Code,Code,ITEMS,Note,VND,VND,,,,
01,Code > 01,01,1. Revenue from sales of goods and rendering of services,21,"3,416,522,162,464","2,939,171,435,996",,21.0,,
02,Code > 02,02,2. Revenue deductions,22,"1,141,802,027","900,367,242",,22.0,,
10,10,10,3. Net revenue from sales of goods and rendering of services,,"3,415,380,360,437","2,938,271,068,754",,,,
11,10 > 11,11,4. Cost of goods sold,23,"3,314,683,307,861","2,833,459,993,333",,23.0,,
20,20,20,5. Gross profit from sales of goods and rendering of services,,"100,697,052,576","104,811,075,421",,,,
21,20 > 21,21,6. Financial income,24,"2,882,882,962,687","2,325,266,604,496",,24.0,,
22,20 > 22,22,7. Financial expenses,25,"195,102,045,499","(177,428,060,490)",,25.0,,
23,23,23,In which: Interest expense,,"1,215,685,062","3,820,114,200",,,,
25,23 > 25,25,8. Selling expenses,26,"14,540,746,058","10,505,751,203",,26.0,,
26,23 > 26,26,9. General administrative expenses,27,"276,919,256,597","246,195,808,157",,27.0,,
30,30,30,10. Net profit from operating activities,,"2,497,017,967,109","2,350,804,181,047",,,,
31,30 > 31,31,11. Other income,28,"6,339,091,095","7,669,851,408",,28.0,,
32,30 > 32,32,12. Other expenses,29,"55,271","4,942,381,900",,29.0,55.271,
40,40,40,13. Other profit,,"6,339,035,824","2,727,469,508",,,,
50,50,50,14. Total net profit before tax,,"2,503,357,002,933","2,353,531,650,555",,,,
51,50 > 51,51,15. Current corporate income tax expense,30,-,-,,30.0,,
60,60,60,16. Profit after corporate income tax,,"2,503,357,002,933","2,353,531,650,555",,,,
