row_label_raw,row_label_full,col_0,Relation,Year 2025,Year 2024,numeric__Relation,numeric__Year 2025,numeric__Year 2024
,,,Relation,VND,VND,,,
Other revenue,Other revenue,Other revenue,,"71,999,474,163","68,366,946,221",,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"14,438,041,085","13,381,281,028",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"8,680,302,649","8,254,085,756",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"11,364,416,897","11,295,788,388",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"6,140,864,893","5,410,661,166",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"11,434,942,522","9,835,199,530",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"900,172,550","733,139,210",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"2,395,648,591","2,184,891,107",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"3,383,267,378","3,807,246,325",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"1,713,197,707","1,429,291,979",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"3,403,449,125","3,872,010,598",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"3,129,771,580","2,662,832,862",,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"2,651,288,794","2,972,352,194",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"929,273,621","1,077,749,270",,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"1,434,836,771","1,450,416,808",,,
Revenue from sales of good and redering services,Revenue from sales of good and redering services,Revenue from sales of good and redering services,Revenue from sales of good and redering services,"180,705,689,434","135,180,068,098",,,
- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,- VRG Japan Rubber Export JSC,Subsidiary,"138,616,546,865","105,921,403,580",,,
- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,- Ben Thanh Rubber JSC,Associate,"33,634,217,000","28,112,392,000",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"81,046,574","419,984,567",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"7,505,407,000",-,,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"284,344,500","229,725,886",,,
- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,- Ba Ria Rubber JSC,Subsidiary,"5,226,574","173,094,058",,,
- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,- Viet - Lao Rubber JSC,Associate,"122,895,140","59,335,200",,,
- Visorutex Joint Venture Enterprise,- Visorutex Joint Venture Enterprise,- Visorutex Joint Venture Enterprise,Associate,-,"49,692,000",,,
"- Kon Tum Rubber Wood Manufacturing Co., Ltd","- Kon Tum Rubber Wood Manufacturing Co., Ltd","- Kon Tum Rubber Wood Manufacturing Co., Ltd",Group member,-,"41,224,680",,,
- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,- VRG Kien Giang MDF Wood JSC,Subsidiary,-,"36,967,090",,,
- Chu Se - Kangpongthom Rubber JSC,- Chu Se - Kangpongthom Rubber JSC,- Chu Se - Kangpongthom Rubber JSC,Associate,"215,885,781","13,852,036",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,-,"22,347,001",,,
- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,- Rubber Research Institute of Vietnam,Subsidiary,"240,120,000","100,050,000",,,
Profit received from subsidiaries that the Group holds 100% of charter capital,Profit received from subsidiaries that the Group holds 100% of charter capital,Profit received from subsidiaries that the Group holds 100% of charter capital,Profit received from subsidiaries that the Group holds 100% of charter capital,"875,676,952,046","857,587,659,808",,,
"- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd","- Dong Nai Rubber Corporation Co., Ltd",Subsidiary,"217,914,142,081","176,970,066,118",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"63,176,420,369","156,325,067,346",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"93,985,430,128","76,362,076,718",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"27,554,974,655","30,307,021,315",,,
