row_label_raw,row_label_full,Ông,Nguyễn Văn Cường > Phạm Văn Hôi Em,Kiểm soát viên chuyên trách > Trưởng ban,Bố nhiệm ngày 05/11/2025 > Miễn nhiệm ngày 05/11/2025,numeric__Nguyễn Văn Cường > Phạm Văn Hôi Em,numeric__Kiểm soát viên chuyên trách > Trưởng ban,numeric__Bố nhiệm ngày 05/11/2025 > Miễn nhiệm ngày 05/11/2025
Ông,Ông,Ông,Nguyễn Minh Đức,Thành viên,,,,
Ông,Ông,Ông,Võ Văn Tuấn,Thành viên,,,,
