row_label_raw,row_label_full,Mr.,Tran Cong Kha,Chairman,col_3,numeric__Tran Cong Kha,numeric__Chairman,numeric__col_3
Mr.,Mr.,Mr.,Le Thanh Hung,Member,,,,
Mr.,Mr.,Mr.,Do Huu Phuoc,Member,,,,
Mr.,Mr.,Mr.,Ha Van Khuong,Member,,,,
Mr.,Mr.,Mr.,Nguyen Hay,Member,,,,
Mr.,Mr.,Mr.,Nguyen Dong Phong,Member,,,,
Mr.,Mr.,Mr.,Truong Minh Trung,Member,Appointed on 05/11/2025,,,
Mrs.,Mrs.,Mrs.,Huynh Thi Cam Hong,Member,Appointed on 05/11/2025,,,
Mr.,Mr.,Mr.,Tran Ngoc Thuan,Member,Resigned on 17/06/2025,,,
