row_label_raw,row_label_full,col_0,Stock code,31/12/2025,31/12/2025_1,31/12/2025_2,01/01/2025,01/01/2025_1,01/01/2025_2,numeric__Stock code,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2,numeric__01/01/2025,numeric__01/01/2025_1,numeric__01/01/2025_2
,,,Stock code,Original cost,Fair value,Provision,Original cost,Fair value,Provision,,,,,,,
,,,Stock code,VND,VND,VND,VND,VND,VND,,,,,,,
Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,Investments in other entities,,,,,,,
- Viet Nam Rubber Industrial Zone and Urban Development JSC (2),- Viet Nam Rubber Industrial Zone and Urban Development JSC (2),- Viet Nam Rubber Industrial Zone and Urban Development JSC (2),VRG,"9,743,200,000","69,909,678,933",-,"9,743,200,000","96,539,456,000",-,,,,,,,
- Thuan An Wood Processing JSC (1),- Thuan An Wood Processing JSC (1),- Thuan An Wood Processing JSC (1),GTA,"18,329,722,400","10,718,416,940","(7,611,305,460)","18,329,722,400","11,623,726,400","(6,705,996,000)",,,,,,,
- Vung Tau Intourco Resort JSC,- Vung Tau Intourco Resort JSC,- Vung Tau Intourco Resort JSC,VIR,"3,850,000,000",,"(465,143,603)","3,850,000,000",,"(215,512,850)",,,,,,,
- EVN International JSC (2),- EVN International JSC (2),- EVN International JSC (2),EIC,"44,118,073,392","109,454,400,000",-,"44,118,073,392","94,176,000,000",-,,,,,,,
- Viet Lao Power JSC,- Viet Lao Power JSC,- Viet Lao Power JSC,,"79,567,924,335",,-,"79,567,924,335",,-,,,,,,,
- Hydraulic Construction Coporation No. 4 JSC (2),- Hydraulic Construction Coporation No. 4 JSC (2),- Hydraulic Construction Coporation No. 4 JSC (2),TL4,"24,418,782,000","26,245,668,653",-,"24,418,782,000","18,837,733,714","(5,581,048,286)",,,,,,,
- Highway 13-An Loc-Hoa Lu BOT Coporation,- Highway 13-An Loc-Hoa Lu BOT Coporation,- Highway 13-An Loc-Hoa Lu BOT Coporation,,"23,082,813,181",,"(23,082,813,181)","23,082,813,181",,"(23,082,813,181)",,,,,,,
- Sai Gon VRG Investment Holding Coporation (2),- Highway 13-An Loc-Hoa Lu BOT Coporation > - Sai Gon VRG Investment Holding Coporation (2),- Sai Gon VRG Investment Holding Coporation (2),SIP,"686,816","201,370,998,400",-,"686,816","267,781,440,000",-,,686.816,,,686.816,,
- Southern Hot Strip Steel Corporation (3),- Southern Hot Strip Steel Corporation (3),- Southern Hot Strip Steel Corporation (3),,-,,-,-,,-,,,,,,,
- Hung Thinh Steel JSC (3),- Hung Thinh Steel JSC (3),- Hung Thinh Steel JSC (3),,-,,-,-,,-,,,,,,,
,,,,"203,111,202,124",,"(31,159,262,244)","203,111,202,124",,"(35,585,370,317)",,,,,,,
