row_label_raw,row_label_full,col_0,col_1,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,Trong năm > Tăng,Trong năm > Giảm,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,numeric__col_1,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,,,
,,,Bên liên quan,26.370.095.039,-,-,4.395.036.182,21.975.058.857,-,,26370095039.0,,,4395036182.0,21975058857.0,
,,,- Công ty TNHH MTV Cao su Bình Thuận,9.355.018.046,-,-,1.559.181.666,7.795.836.380,-,,9355018046.0,,,1559181666.0,7795836380.0,
,,,- Công ty TNHH MTV Cao su Quảng Nam,8.111.264.405,-,-,1.351.884.074,6.759.380.331,-,,8111264405.0,,,1351884074.0,6759380331.0,
,,,- Công ty TNHH MTV Cao su Hà Tĩnh,5.934.053.850,-,-,989.006.650,4.945.047.200,-,,5934053850.0,,,989006650.0,4945047200.0,
,,,- Công ty TNHH MTV Cao su Quảng Ngãi,2.969.758.738,-,-,494.963.792,2.474.794.946,-,,2969758738.0,,,494963792.0,2474794946.0,
,,,Bên khác: Các khoản cho vay sáp nhập từ Công ty Tài chính Cao su Việt Nam,723.783.751.151,(376.651.132.371),-,18.610.055.721,705.173.695.430,(369.956.690.650),,723783751151.0,-376651132371.0,,18610055721.0,705173695430.0,-369956690650.0
,,,- Cho vay theo hình thức Repo cổ phiếu,51.676.359.215,(45.579.059.215),-,60.000.000,51.616.359.215,(42.736.059.215),,51676359215.0,-45579059215.0,,60000000.0,51616359215.0,-42736059215.0
,,,+ Lê Thanh Nhã,18.931.920.201,(12.834.620.201),-,-,18.931.920.201,(10.051.620.201),,18931920201.0,-12834620201.0,,,18931920201.0,-10051620201.0
,,,+ Tổ Đình Chiến,16.496.910.403,(16.496.910.403),-,-,16.496.910.403,(16.496.910.403),,16496910403.0,-16496910403.0,,,16496910403.0,-16496910403.0
,,,+ Công ty Cổ phần Đầu tư Kiến Quân,16.000.000.000,(16.000.000.000),-,-,16.000.000.000,(16.000.000.000),,16000000000.0,-16000000000.0,,,16000000000.0,-16000000000.0
,,,+ Vương Đáng,247.528.611,(247.528.611),-,60.000.000,187.528.611,(187.528.611),,247528611.0,-247528611.0,,60000000.0,187528611.0,-187528611.0
,,,- Các khách hàng khác,672.107.391.936,(331.072.073.156),-,18.550.055.721,653.557.336.215,(327.220.631.435),,672107391936.0,-331072073156.0,,18550055721.0,653557336215.0,-327220631435.0
,,,,750.153.846.190,(376.651.132.371),-,23.005.091.903,727.148.754.287,(369.956.690.650),,750153846190.0,-376651132371.0,,23005091903.0,727148754287.0,-369956690650.0
