row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2025,Năm 2024,numeric__Mối quan hệ,numeric__Năm 2025,numeric__Năm 2024
,,,Mối quan hệ,VND,VND,,,
"Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)","Cổ tức, lợi nhuận được chia (tiếp theo)",,,
- Công ty Cổ phần Cao su Phước Hòa,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Phước Hòa",- Công ty Cổ phần Cao su Phước Hòa,Công ty con,121.856.413.500,270.792.030.000,,121856413500.0,270792030000.0
- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Khu công nghiệp Nam Tân Uyên",- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên,Công ty liên kết,29.403.000.000,29.403.000.000,,29403000000.0,29403000000.0
- Công ty Cổ phần Thủy điện Geruco Sông Côn,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Thủy điện Geruco Sông Côn",- Công ty Cổ phần Thủy điện Geruco Sông Côn,Công ty con,57.375.000.000,57.375.000.000,,57375000000.0,57375000000.0
- Công ty Cổ phần VRG - Bảo Lộc,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần VRG - Bảo Lộc",- Công ty Cổ phần VRG - Bảo Lộc,Công ty con,277.239.150.000,184.826.100.000,,277239150000.0,184826100000.0
- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Cao su Dầu Tiếng Campuchia",- Công ty Cổ phần Cao su Dầu Tiếng Campuchia,Công ty liên kết,2.632.647.877,1.241.613.082,,2632647877.0,1241613082.0
- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản",- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,Công ty con,1.312.500.000,-,,1312500000.0,
- Công ty Cổ phần VRG Khải Hoàn,"Cổ tức, lợi nhuận được chia (tiếp theo) > - Công ty Cổ phần VRG Khải Hoàn",- Công ty Cổ phần VRG Khải Hoàn,Công ty con,65.841.600.000,-,,65841600000.0,
Lãi cho vay,"Cổ tức, lợi nhuận được chia (tiếp theo) > Lãi cho vay",Lãi cho vay,,15.168.107.616,21.218.909.095,,15168107616.0,21218909095.0
