row_label_raw,row_label_full,Code,CAPITAL,Note,31/12/2025,01/01/2025,numeric__CAPITAL,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,CAPITAL,Note,VND,VND,,,,
300,300,300,C. LIABILITIES,,"430,886,823,367","892,138,725,658",,,,
310,310,310,I. Current liabilities,,"413,354,949,188","875,921,815,420",,,,
311,310 > 311,311,1. Short-term trade payables,14,"103,512,343,469","233,666,566,780",,14.0,,
312,310 > 312,312,2. Short-term prepayments from customers,16,"149,191,602,333","353,295,544,635",,16.0,,
313,310 > 313,313,3. Taxes and other payables to State budget,15,"2,662,979,803","378,806,121",,15.0,,
314,314,314,4. Payables to employees,,"42,855,383,873","57,036,448,537",,,,
315,314 > 315,315,5. Short-term accrued expenses,17,"10,570,693,231","6,144,102,975",,17.0,,
318,318,318,6. Short-term unearned revenue,,-,"74,280,937",,,,
319,318 > 319,319,7. Other short-term payables,18,"28,421,441,071","129,284,798,334",,18.0,,
320,318 > 320,320,8. Short-term borrowings and finance lease liabilities,13,-,"31,514,615,897",,13.0,,
322,322,322,9. Bonus and welfare funds,,"76,140,505,408","64,526,651,204",,,,
330,330,330,II. Non-current liabilities,,"17,531,874,179","16,216,910,238",,,,
337,330 > 337,337,1. Other long-term payables,18,"17,531,874,179","16,216,910,238",,18.0,,
400,400,400,D. OWNER'S EQUITY,,"45,384,023,224,038","44,529,492,179,837",,,,
410,400 > 410,410,I. Owner's equity,19,"45,384,023,224,038","44,529,492,179,837",,19.0,,
411,411,411,1. Contributed capital,,"40,000,000,000,000","40,000,000,000,000",,,,
411a,411a,411a,- Ordinary shares with voting rights,,"40,000,000,000,000","40,000,000,000,000",,,,
418,418,418,2. Development and investment fund,,"2,880,666,221,105","2,175,960,529,282",,,,
421,421,421,3. Retained earnings,,"2,503,357,002,933","2,353,531,650,555",,,,
421b,421b,421b,- RE of the current year,,"2,503,357,002,933","2,353,531,650,555",,,,
440,440,440,TOTAL CAPITAL,,"45,814,910,047,405","45,421,630,905,495",,,,
