row_label_raw,row_label_full,col_0,31/12/2025,Tỷ lệ,01/01/2025,Tỷ lệ_1,numeric__31/12/2025,numeric__Tỷ lệ,numeric__01/01/2025,numeric__Tỷ lệ_1
,,,VND,(%),VND,(%),,,,
- Vốn Nhà nước,- Vốn Nhà nước,- Vốn Nhà nước,38.708.428.190.000,"96,77",38.708.428.190.000,"96,77",38708428190000.0,96.77,38708428190000.0,96.77
- Vốn của người lao động,- Vốn của người lao động,- Vốn của người lao động,288.133.710.000,"0,72",288.133.710.000,"0,72",288133710000.0,0.72,288133710000.0,0.72
- Vốn của tổ chức công đoàn,- Vốn của tổ chức công đoàn,- Vốn của tổ chức công đoàn,7.262.500.000,"0,02",7.262.500.000,"0,02",7262500000.0,0.02,7262500000.0,0.02
- Các cổ đông khác,- Các cổ đông khác,- Các cổ đông khác,996.175.600.000,"2,49",996.175.600.000,"2,49",996175600000.0,2.49,996175600000.0,2.49
,,,40.000.000.000.000,"100,00",40.000.000.000.000,"100,00",40000000000000.0,100.0,40000000000000.0,100.0
