row_label_raw,row_label_full,col_0,Relation,31/12/2025,01/01/2025,numeric__Relation,numeric__31/12/2025,numeric__01/01/2025
,,,Relation,VND,VND,,,
Receivables from advances for investment capital (continued),Receivables from advances for investment capital (continued),Receivables from advances for investment capital (continued),Receivables from advances for investment capital (continued),Receivables from advances for investment capital (continued),Receivables from advances for investment capital (continued),,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"131,471,502,915","131,471,502,915",,,
"- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd","- Ha Tinh Rubber Co., Ltd",Subsidiary,"111,892,425,649","117,357,987,743",,,
"- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd","- Huong Khe Ha Tinh Rubber Co., Ltd",Subsidiary,"98,170,100,738","111,835,858,193",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"101,435,911,551","101,435,911,551",,,
"- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd",Subsidiary,"69,718,406,102","84,291,291,160",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"50,469,466,667","50,469,466,667",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"26,200,000,000","26,200,000,000",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,-,"2,120,416,536",,,
- Rubber Medical Center,- Rubber Medical Center,- Rubber Medical Center,Subsidiary,"4,931,952,591","4,931,952,591",,,
"- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd","- Quang Ngai Rubber Co., Ltd",Subsidiary,"3,000,000,000","3,000,000,000",,,
"Receivables from dividends, distributed profits","Receivables from dividends, distributed profits","Receivables from dividends, distributed profits","Receivables from dividends, distributed profits","21,563,124,660","108,392,000,000",,,
- EVN Internation JSC,- EVN Internation JSC,- EVN Internation JSC,Investee,-,"2,592,000,000",,,
- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,- Phuoc Hoa Rubber JSC,Subsidiary,-,"105,800,000,000",,,
- Krong Buk - Ratanakiri Rubber JSC,- Krong Buk - Ratanakiri Rubber JSC,- Krong Buk - Ratanakiri Rubber JSC,Associate,"21,563,124,660",-,,,
