row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Total profit before tax,Total profit before tax,Total profit before tax,"2,503,357,002,933","2,353,531,650,555",,
Increases,Increases,Increases,"43,252,635,863","36,420,761,328",,
Decreases,Decreases,Decreases,"(2,685,731,864,692)","(2,389,952,411,883)",,
Taxable income,Taxable income,Taxable income,"(139,122,225,896)",-,,
Current corporate income tax expense (tax rate 20%),Current corporate income tax expense (tax rate 20%),Current corporate income tax expense (tax rate 20%),-,-,,
Corporate income tax payable at the beginning of the year,Corporate income tax payable at the beginning of the year,Corporate income tax payable at the beginning of the year,"(33,132,521,750)","(33,132,521,750)",,
Corporate income tax paid in the year,Corporate income tax paid in the year,Corporate income tax paid in the year,-,-,,
Corporate income tax payable at the end of the year,Corporate income tax payable at the end of the year,Corporate income tax payable at the end of the year,"(33,132,521,750)","(33,132,521,750)",,
