row_label_raw,row_label_full,Mr.,Le Thanh Hung,General Director,col_3,numeric__Le Thanh Hung,numeric__General Director,numeric__col_3
Mr.,Mr.,Mr.,Do Huu Phuoc,Deputy General Director,,,,
Mr.,Mr.,Mr.,Pham Hai Duong,Deputy General Director,,,,
Mr.,Mr.,Mr.,Tran Thanh Phung,Deputy General Director,,,,
Mr.,Mr.,Mr.,Truong Minh Trung,Deputy General Director,,,,
Mr.,Mr.,Mr.,Pham Van Hoi Em,Deputy General Director,Appointed on 05/11/2025,,,
Mr.,Mr.,Mr.,Tran Nhu Hung,Deputy General Director,Appointed on 05/11/2025,,,
Mr.,Mr.,Mr.,Huynh Kim Nhut,Deputy General Director,Resigned on 15/09/2025,,,
Mr.,Mr.,Mr.,Le Dinh Buu Tri,Deputy General Director,Resigned on 15/09/2025,,,
