row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
Bên liên quan,Bên liên quan,Bên liên quan,12.220.577.736,-,7.383.915.524,-,12220577736.0,,7383915524.0,
- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,12.220.577.736,-,7.127.886.414,-,12220577736.0,,7127886414.0,
- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,- Công ty TNHH MTV Tổng Công ty Cao su Đồng Nai,-,-,85.246.535,-,,,85246535.0,
- Viện nghiện cứu Cao su Việt Nam,- Viện nghiện cứu Cao su Việt Nam,- Viện nghiện cứu Cao su Việt Nam,-,-,125.435.427,-,,,125435427.0,
- Công ty TNHH Sản Xuất gỗ Cây cao su Kontum,- Công ty TNHH Sản Xuất gỗ Cây cao su Kontum,- Công ty TNHH Sản Xuất gỗ Cây cao su Kontum,-,-,45.347.148,-,,,45347148.0,
Bên khác,Bên khác,Bên khác,29.731.582.578,(20.849.767.207),46.073.020.064,(12.559.595.343),29731582578.0,-20849767207.0,46073020064.0,-12559595343.0
- Công ty Cổ phần Đầu tư và Dịch vụ Sao Kim,- Công ty Cổ phần Đầu tư và Dịch vụ Sao Kim,- Công ty Cổ phần Đầu tư và Dịch vụ Sao Kim,26.927.521.922,(20.278.803.207),26.927.521.922,(11.988.631.343),26927521922.0,-20278803207.0,26927521922.0,-11988631343.0
- Công ty Cổ phần Thương mại Dịch vụ Tổng hợp DNT Việt Nam,- Công ty Cổ phần Thương mại Dịch vụ Tổng hợp DNT Việt Nam,- Công ty Cổ phần Thương mại Dịch vụ Tổng hợp DNT Việt Nam,-,-,8.215.342.880,-,,,8215342880.0,
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,2.804.060.656,(570.964.000),10.930.155.262,(570.964.000),2804060656.0,-570964000.0,10930155262.0,-570964000.0
,,,41.952.160.314,(20.849.767.207),53.456.935.588,(12.559.595.343),41952160314.0,-20849767207.0,53456935588.0,-12559595343.0
