row_label_raw,row_label_full,col_0,Relation,31/12/2025,01/01/2025,numeric__Relation,numeric__31/12/2025,numeric__01/01/2025
,,,Relation,VND,VND,,,
Receivables from centralized profit (continued),Receivables from centralized profit (continued),Receivables from centralized profit (continued),Receivables from centralized profit (continued),Receivables from centralized profit (continued),Receivables from centralized profit (continued),,,
"- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd","- Binh Thuan Rubber Co., Ltd",Subsidiary,"553,576,578",-,,,
"- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd","- Chu Pah Rubber Co., Ltd",Subsidiary,"19,737,273,921","1,226,113,567",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"66,032,847,137","35,678,842,357",,,
"- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd","- Chu Se Rubber Co., Ltd",Subsidiary,"70,418,236,280","49,850,367,909",,,
"- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd","- Kon Tum Rubber Co., Ltd",Subsidiary,"76,763,851,181","11,174,416,173",,,
"- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd","- Ea H'Leo Rubber Co., Ltd",Subsidiary,"1,666,555,379","6,387,281,064",,,
"- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd","- Mang Yang Rubber Co., Ltd",Subsidiary,"24,130,915,725","54,401,159,608",,,
"- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd","- Quang Tri Rubber Co., Ltd",Subsidiary,"3,834,189,567","6,058,380,364",,,
"- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd","- Krong Buk Rubber Co., Ltd",Subsidiary,"11,241,173,729","6,502,757,699",,,
"- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd","- Thanh Hoa Rubber Co., Ltd",Subsidiary,"2,991,480,310","3,991,480,310",,,
- Vietnam Rubber Magazine,- Vietnam Rubber Magazine,- Vietnam Rubber Magazine,Subsidiary,"102,339,790",-,,,
Receivables from centralized management fees,Receivables from centralized management fees,Receivables from centralized management fees,Receivables from centralized management fees,"65,329,039,586","64,445,876,452",,,
"- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd","- Dong Nai Rubber Corporation Co.,Ltd",Subsidiary,"5,477,580,419","13,381,281,028",,,
"- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd","- Binh Long Rubber Co., Ltd",Subsidiary,"5,027,575,486","5,465,948,438",,,
"- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd","- Loc Ninh Rubber Co., Ltd",Subsidiary,"22,244,877,306","16,104,012,413",,,
"- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd","- Dau Tieng Rubber Co., Ltd",Subsidiary,"8,435,371,902","8,331,141,482",,,
"- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd","- Phu Rieng Rubber Co., Ltd",Subsidiary,"9,969,287,220","6,991,840,321",,,
"- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd","- Chu Prong Rubber Co., Ltd",Subsidiary,"2,389,358,042","2,552,145,169",,,
