row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
Bên liên quan,a) Ngắn hạn > Bên liên quan,Bên liên quan,49.026.893.513,-,18.500.000,-,49026893513.0,,18500000.0,
- Công ty Cổ phần Cao su Sa Thầy,a) Ngắn hạn > - Công ty Cổ phần Cao su Sa Thầy,- Công ty Cổ phần Cao su Sa Thầy,-,-,18.000.000,-,,,18000000.0,
- Công ty Cổ phần Cao su Phước Hòa,a) Ngắn hạn > - Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,-,-,500.000,-,,,500000.0,
- Công ty Cổ phần Cao su Đồng Nai Kratie,a) Ngắn hạn > - Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,48.600.000.000,-,-,-,48600000000.0,,,
- Công ty TNHH MTV Cao su Quảng Ngãi,a) Ngắn hạn > - Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,426.893.513,-,-,-,426893513.0,,,
Bên khác,a) Ngắn hạn > Bên khác,Bên khác,6.388.274.469,-,13.651.270.978,-,6388274469.0,,13651270978.0,
- Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,a) Ngắn hạn > - Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,- Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,3.664.200.600,-,-,-,3664200600.0,,,
- Xí nghiệp Xây dựng và Sửa chữa nhà,a) Ngắn hạn > - Xí nghiệp Xây dựng và Sửa chữa nhà,- Xí nghiệp Xây dựng và Sửa chữa nhà,-,-,11.559.958.820,-,,,11559958820.0,
- Trà trước cho người bán khác,a) Ngắn hạn > - Trà trước cho người bán khác,- Trà trước cho người bán khác,2.724.073.869,-,2.091.312.158,-,2724073869.0,,2091312158.0,
,,,55.415.167.982,-,13.669.770.978,-,55415167982.0,,13669770978.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
"- Hoàng Anh Mang Yang K.Aphivath Caoutchouc Co., Ltd","Bên liên quan > - Hoàng Anh Mang Yang K.Aphivath Caoutchouc Co., Ltd","- Hoàng Anh Mang Yang K.Aphivath Caoutchouc Co., Ltd",200.975.196.929,-,-,-,200975196929.0,,,
- Công ty Cổ phần Cao su Sơn La,Bên liên quan > - Công ty Cổ phần Cao su Sơn La,- Công ty Cổ phần Cao su Sơn La,74.200.000.000,-,-,-,74200000000.0,,,
- Công ty TNHH MTV Cao su Quảng Nam,Bên liên quan > - Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,38.555.727.500,-,-,-,38555727500.0,,,
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Bên liên quan > - Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,33.000.000.000,-,-,-,33000000000.0,,,
,,,346.730.924.429,-,-,-,346730924429.0,,,
